method,n clusters,silhouette,calinski harabasz
kmeans emb,3,0.06602335721254349,9.154880420014523
kmeans 3 emb,3,0.06602335721254349,9.154880420014523
kmeans cat,3,0.25238967635113496,27.321858778514294
kmeans 3 cat,3,0.25238967635113496,27.321858778514294
agg emb,3,0.13543064892292023,9.729191331481179
agg 3 emb,3,0.13543064892292023,9.729191331481179
agg cat,3,0.2500134966602688,24.270580963521844
agg 3 cat,3,0.2500134966602688,24.270580963521844
gmm emb,3,0.12258926033973694,8.73937139437503
gmm 3 emb,3,0.12258926033973694,8.73937139437503
gmm cat,3,0.20803099769196493,22.765085798808446
gmm 3 cat,3,0.20803099769196493,22.765085798808446
birch emb,3,0.13543064892292023,9.729191331481179
birch 3 emb,3,0.13543064892292023,9.729191331481179
birch cat,3,0.13543064892292023,9.729191331481179
birch 3 cat,3,0.13543064892292023,9.729191331481179
