method,ari,nmi,fm,n clusters_1,silhouette_1,calinski harabasz_1,n clusters_2,silhouette_2,calinski harabasz_2
kmeans emb,0.17929334468972793,0.2816059169059205,0.3854256973395705,4,0.0846332684159278,7.826911054630201,9,0.0746539160609245,5.866652002962226
kmeans 3 emb,0.14009394914790993,0.16230570596259028,0.47411518689409204,3,0.0802406147122383,8.603214690440616,3,0.1004665121436119,9.44956085695457
kmeans cat,0.19363035744536677,0.3178118146008755,0.5111036233333087,3,0.2882604775167048,27.016114700241804,3,0.2251328730092476,32.127504173193365
kmeans 3 cat,0.19363035744536677,0.3178118146008755,0.5111036233333087,3,0.2882604775167048,27.016114700241804,3,0.2251328730092476,32.127504173193365
agg emb,0.18380306668988952,0.2706207631489959,0.37521001617155203,4,0.0738883316516876,7.842685328742316,9,0.0711332634091377,6.601097498513408
agg 3 emb,0.11370926911656329,0.1564375619133148,0.46556269019086577,3,0.0782705694437027,8.868414092590582,3,0.0715505629777908,8.999613540437338
agg cat,0.24762543091427647,0.244447491337978,0.5253450521851084,3,0.2791139398526087,26.4526595692188,3,0.1664409664167407,28.47795934258693
agg 3 cat,0.24762543091427647,0.244447491337978,0.5253450521851084,3,0.2791139398526087,26.4526595692188,3,0.1664409664167407,28.47795934258693
gmm emb,0.2651170393055926,0.2852609367823454,0.452126906972573,4,0.0809056237339973,7.47060287372466,9,0.0844557806849479,5.831749538953237
gmm 3 emb,0.16324967353121797,0.1906695912323279,0.5189688406895319,3,0.0887774378061294,7.190161404913117,3,0.0620257928967475,9.158084400429308
gmm cat,0.13343030825454122,0.10587221948956828,0.5430451071342118,3,0.2429346123169029,22.66662293366523,3,0.1335529929494995,15.702952390615266
gmm 3 cat,0.13343030825454122,0.10587221948956828,0.5430451071342118,3,0.2429346123169029,22.66662293366523,3,0.1335529929494995,15.702952390615266
birch emb,0.18380306668988952,0.2706207631489959,0.37521001617155203,4,0.0738883316516876,7.842685328742316,9,0.0711332634091377,6.601097498513408
birch 3 emb,0.11370926911656329,0.1564375619133148,0.46556269019086577,3,0.0782705694437027,8.868414092590582,3,0.0715505629777908,8.999613540437338
birch cat,0.11370926911656329,0.1564375619133148,0.46556269019086577,3,0.0782705694437027,8.868414092590582,3,0.0715505629777908,8.999613540437338
birch 3 cat,0.11370926911656329,0.1564375619133148,0.46556269019086577,3,0.0782705694437027,8.868414092590582,3,0.0715505629777908,8.999613540437338
