method,ari,nmi,fm,n clusters_1,silhouette_1,calinski harabasz_1,n clusters_2,silhouette_2,calinski harabasz_2
kmeans emb,0.1641338342693535,0.2069781449183113,0.44714183775300903,4,0.0846332684159278,7.826911054630201,3,0.0786405205726623,10.099059724328963
kmeans 3 emb,0.1273826836010398,0.1435114381801421,0.43584298432459484,3,0.0802406147122383,8.603214690440616,3,0.0786405205726623,10.099059724328963
kmeans cat,0.4631695788180313,0.40012755032982483,0.671851957972446,3,0.2882604775167048,27.016114700241804,3,0.2699394871034598,30.51184370024197
kmeans 3 cat,0.4631695788180313,0.40012755032982483,0.671851957972446,3,0.2882604775167048,27.016114700241804,3,0.2699394871034598,30.51184370024197
agg emb,0.31217595188623176,0.2947686050192011,0.5961203477360222,4,0.0738883316516876,7.842685328742316,3,0.1605215370655059,10.131511011204326
agg 3 emb,0.2553344732499972,0.2257227916109544,0.5801774734227975,3,0.0782705694437027,8.868414092590582,3,0.1605215370655059,10.131511011204326
agg cat,0.505064003787045,0.372902443541818,0.7073379438958955,3,0.2791139398526087,26.4526595692188,3,0.2736127672838746,28.115577728599348
agg 3 cat,0.505064003787045,0.372902443541818,0.7073379438958955,3,0.2791139398526087,26.4526595692188,3,0.2736127672838746,28.115577728599348
gmm emb,0.21111589361487215,0.19477050463447762,0.5440997077100881,4,0.0809056237339973,7.47060287372466,3,0.1576181054115295,7.858596871803412
gmm 3 emb,0.3825848360194378,0.24764230335418724,0.7086186905450554,3,0.0887774378061294,7.190161404913117,3,0.1576181054115295,7.858596871803412
gmm cat,0.4837490401013254,0.405055683005373,0.6806910090926044,3,0.2429346123169029,22.66662293366523,3,0.2655305389865254,27.406188535147677
gmm 3 cat,0.4837490401013254,0.405055683005373,0.6806910090926044,3,0.2429346123169029,22.66662293366523,3,0.2655305389865254,27.406188535147677
birch emb,0.31217595188623176,0.2947686050192011,0.5961203477360222,4,0.0738883316516876,7.842685328742316,3,0.1605215370655059,10.131511011204326
birch 3 emb,0.2553344732499972,0.2257227916109544,0.5801774734227975,3,0.0782705694437027,8.868414092590582,3,0.1605215370655059,10.131511011204326
birch cat,0.2553344732499972,0.2257227916109544,0.5801774734227975,3,0.0782705694437027,8.868414092590582,3,0.1605215370655059,10.131511011204326
birch 3 cat,0.2553344732499972,0.2257227916109544,0.5801774734227975,3,0.0782705694437027,8.868414092590582,3,0.1605215370655059,10.131511011204326
