method,n clusters,silhouette,calinski harabasz
kmeans emb,3,0.09639297425746918,11.444480674036566
kmeans 3 emb,3,0.09639297425746918,11.444480674036566
kmeans cat,4,0.22891421092444772,27.95966032462656
kmeans 3 cat,3,0.21329311933524975,31.64400947064217
agg emb,3,0.217336967587471,12.303623870184056
agg 3 emb,3,0.217336967587471,12.303623870184056
agg cat,4,0.18546337232139842,25.026763919750923
agg 3 cat,3,0.1816295426664453,28.511774970654134
gmm emb,3,0.0837952122092247,11.171915395213881
gmm 3 emb,3,0.0837952122092247,11.171915395213881
gmm cat,4,0.20200721116487239,25.627569059850764
gmm 3 cat,3,0.1914416336239253,22.889549575200444
birch emb,3,0.217336967587471,12.303623870184056
birch 3 emb,3,0.217336967587471,12.303623870184056
birch cat,4,0.11013703048229218,10.74652078063371
birch 3 cat,3,0.217336967587471,12.303623870184056
