method,n clusters,silhouette,calinski harabasz
kmeans emb,5,0.0865362137556076,8.284297399320444
kmeans 3 emb,3,0.0960078090429306,10.634518570359326
kmeans cat,4,0.20131103883267265,26.217913116328997
kmeans 3 cat,3,0.21785504936454797,30.400214735625024
agg emb,5,0.09201941639184952,9.325569882267429
agg 3 emb,3,0.10491503775119781,10.398392622627618
agg cat,4,0.17933730764558317,21.73135246252565
agg 3 cat,3,0.16198978016960883,23.99992245869143
gmm emb,5,0.088060662150383,7.4925805628022815
gmm 3 emb,3,0.07857505232095718,9.568522097060955
gmm cat,4,0.18141811316678666,21.309569800376075
gmm 3 cat,3,0.10535887457535031,15.604457779683766
birch emb,5,0.09201941639184952,9.325569882267429
birch 3 emb,3,0.10491503775119781,10.398392622627618
birch cat,4,0.07990170270204544,9.901453564669362
birch 3 cat,3,0.10491503775119781,10.398392622627618
