method,n clusters,silhouette,calinski harabasz
kmeans emb,6,0.08378569036722183,7.854682975670662
kmeans 3 emb,3,0.1132582277059555,11.572409667550254
kmeans cat,4,0.24732467905470762,31.881971855043435
kmeans 3 cat,3,0.23865065209830835,35.99388223421345
agg emb,6,0.08473630994558334,8.990819660306721
agg 3 emb,3,0.183919757604599,13.4941864662773
agg cat,4,0.2294670967904582,28.62939031798961
agg 3 cat,3,0.22512796256346096,32.332924550005785
gmm emb,6,0.08378569036722183,7.854682975670662
gmm 3 emb,3,0.06598096340894699,10.363181221376271
gmm cat,4,0.24355150768028958,31.478315941384682
gmm 3 cat,3,0.20717072395491318,31.327778432192513
birch emb,6,0.08473630994558334,8.990819660306721
birch 3 emb,3,0.183919757604599,13.4941864662773
birch cat,4,0.0781448632478714,11.168795552808584
birch 3 cat,3,0.183919757604599,13.4941864662773
