method,n clusters,silhouette,calinski harabasz
kmeans emb,3,0.09114439785480499,9.966755030833445
kmeans 3 emb,3,0.09114439785480499,9.966755030833445
kmeans cat,9,0.21969701896259292,20.778666317649584
kmeans 3 cat,3,0.20722265569263768,29.431263455560103
agg emb,3,0.11755573004484177,10.061426948967755
agg 3 emb,3,0.11755573004484177,10.061426948967755
agg cat,9,0.21855810841569634,20.47697355023728
agg 3 cat,3,0.24457979560284152,26.309404821047334
gmm emb,3,0.0920390635728836,9.728475601499946
gmm 3 emb,3,0.0920390635728836,9.728475601499946
gmm cat,9,0.21309695889247937,20.512918006423302
gmm 3 cat,3,0.21116754035711913,28.95786851068982
birch emb,3,0.11755573004484177,10.061426948967755
birch 3 emb,3,0.11755573004484177,10.061426948967755
birch cat,9,0.09315036237239838,7.109138844963355
birch 3 cat,3,0.11755573004484177,10.061426948967755
