method,n clusters,silhouette,calinski harabasz
kmeans emb,7,0.05060821399092674,6.147761287646589
kmeans 3 emb,3,0.1094178780913353,9.574290877975582
kmeans cat,4,0.1939497694006148,22.348084670439228
kmeans 3 cat,3,0.18685261345431092,25.126580913890944
agg emb,7,0.0776413157582283,6.625008248991256
agg 3 emb,3,0.1458643674850464,8.833685993566522
agg cat,4,0.16424549757791146,19.898497091484398
agg 3 cat,3,0.15500426668895567,21.53238364435795
gmm emb,7,0.06783459335565567,5.81224667625316
gmm 3 emb,3,0.05403374508023262,7.242692342967079
gmm cat,4,0.16647007229611546,12.64432868180664
gmm 3 cat,3,0.14653385274266328,13.163721443876051
birch emb,7,0.0776413157582283,6.625008248991256
birch 3 emb,3,0.1458643674850464,8.833685993566522
birch cat,4,0.13760201632976532,7.9537586539655765
birch 3 cat,3,0.1458643674850464,8.833685993566522
