method,n clusters,silhouette,calinski harabasz
kmeans emb,3,0.10360468178987503,12.590509180691695
kmeans 3 emb,3,0.10360468178987503,12.590509180691695
kmeans cat,5,0.21228342826880617,25.05601194811903
kmeans 3 cat,3,0.20273564163972646,29.751324104471948
agg emb,3,0.0922248587012291,13.482144611196892
agg 3 emb,3,0.0922248587012291,13.482144611196892
agg cat,5,0.20901436191840736,23.36178011906718
agg 3 cat,3,0.2655240711648846,26.596337452560412
gmm emb,3,0.10360468178987503,12.590509180691695
gmm 3 emb,3,0.10360468178987503,12.590509180691695
gmm cat,5,0.18945240814712744,23.43682185074737
gmm 3 cat,3,0.21493557426992985,22.40200869355472
birch emb,3,0.0922248587012291,13.482144611196892
birch 3 emb,3,0.0922248587012291,13.482144611196892
birch cat,5,0.08077902346849442,9.739576595771416
birch 3 cat,3,0.0922248587012291,13.482144611196892
