method,n clusters,silhouette,calinski harabasz
kmeans emb,3,0.0912034884095192,10.662985586765132
kmeans 3 emb,3,0.0912034884095192,10.662985586765132
kmeans cat,3,0.23991988581363194,30.093344301507994
kmeans 3 cat,3,0.23991988581363194,30.093344301507994
agg emb,3,0.15418176352977753,10.91757602097137
agg 3 emb,3,0.15418176352977753,10.91757602097137
agg cat,3,0.24028023894669093,28.04248912197651
agg 3 cat,3,0.24028023894669093,28.04248912197651
gmm emb,3,0.11285165697336197,10.05506223565123
gmm 3 emb,3,0.11285165697336197,10.05506223565123
gmm cat,3,0.13785573412114868,12.565622607867661
gmm 3 cat,3,0.13785573412114868,12.565622607867661
birch emb,3,0.15418176352977753,10.91757602097137
birch 3 emb,3,0.15418176352977753,10.91757602097137
birch cat,3,0.15418176352977753,10.91757602097137
birch 3 cat,3,0.15418176352977753,10.91757602097137
