method,n clusters,silhouette,calinski harabasz
kmeans emb,3,0.1039116382598877,9.823965403315148
kmeans 3 emb,3,0.1039116382598877,9.823965403315148
kmeans cat,4,0.2293264548888635,29.739532038422276
kmeans 3 cat,3,0.2496928497017391,32.84115471571345
agg emb,3,0.1204581931233406,10.448485697005562
agg 3 emb,3,0.1204581931233406,10.448485697005562
agg cat,4,0.19851869649245996,25.737984652818707
agg 3 cat,3,0.19244269739702272,28.2068710681741
gmm emb,3,0.09356097131967545,9.247751656279622
gmm 3 emb,3,0.09356097131967545,9.247751656279622
gmm cat,4,0.2094937622412596,26.446119750804094
gmm 3 cat,3,0.1913644263189555,27.735098555702894
birch emb,3,0.1204581931233406,10.448485697005562
birch 3 emb,3,0.1204581931233406,10.448485697005562
birch cat,4,0.12989923357963562,9.881705544762237
birch 3 cat,3,0.1204581931233406,10.448485697005562
