method,n clusters,silhouette,calinski harabasz
kmeans emb,3,0.0828869491815567,9.452582853512387
kmeans 3 emb,3,0.0828869491815567,9.452582853512387
kmeans cat,3,0.2292970909793038,28.217756429054727
kmeans 3 cat,3,0.2292970909793038,28.217756429054727
agg emb,3,0.07569070160388947,10.04052221914897
agg 3 emb,3,0.07569070160388947,10.04052221914897
agg cat,3,0.1841039134277632,23.997416382841628
agg 3 cat,3,0.1841039134277632,23.997416382841628
gmm emb,3,0.0828869491815567,9.452582853512387
gmm 3 emb,3,0.0828869491815567,9.452582853512387
gmm cat,3,0.18692468889061603,21.492040542907244
gmm 3 cat,3,0.18692468889061603,21.492040542907244
birch emb,3,0.07569070160388947,10.04052221914897
birch 3 emb,3,0.07569070160388947,10.04052221914897
birch cat,3,0.07569070160388947,10.04052221914897
birch 3 cat,3,0.07569070160388947,10.04052221914897
