method,n clusters,silhouette,calinski harabasz
kmeans emb,3,0.07544774562120438,9.327287770511756
kmeans 3 emb,3,0.07544774562120438,9.327287770511756
kmeans cat,4,0.20376464264401947,23.878162172119257
kmeans 3 cat,3,0.20929873325139706,27.556759835399486
agg emb,3,0.13848567008972168,9.658926188881145
agg 3 emb,3,0.13848567008972168,9.658926188881145
agg cat,4,0.1919822936938149,21.037458944373455
agg 3 cat,3,0.18676124345629042,24.178023912197514
gmm emb,3,0.116399846971035,8.826149517019196
gmm 3 emb,3,0.116399846971035,8.826149517019196
gmm cat,4,0.2029406734563517,21.79773068211837
gmm 3 cat,3,0.20050192626531946,25.987462575950964
birch emb,3,0.13848567008972168,9.658926188881145
birch 3 emb,3,0.13848567008972168,9.658926188881145
birch cat,4,0.1339263767004013,8.677432599761289
birch 3 cat,3,0.13848567008972168,9.658926188881145
