method,cluster,size,pathophysiology_min,pathophysiology_max,pathophysiology_mean,pathophysiology_std,pathophysiology_median,epidemiology_min,epidemiology_max,epidemiology_mean,epidemiology_std,epidemiology_median,etiology_min,etiology_max,etiology_mean,etiology_std,etiology_median,history_min,history_max,history_mean,history_std,history_median,physical_min,physical_max,physical_mean,physical_std,physical_median,exams_min,exams_max,exams_mean,exams_std,exams_median,differential_min,differential_max,differential_mean,differential_std,differential_median,therapeutic_min,therapeutic_max,therapeutic_mean,therapeutic_std,therapeutic_median,objective test score_min,objective test score_max,objective test score_mean,objective test score_std,objective test score_median,organization level_min,organization level_max,organization level_mean,organization level_std,organization level_median,global score_min,global score_max,global score_mean,global score_std,global score_median,computed score_min,computed score_max,computed score_mean,computed score_std,computed score_median,pathophysiology_norm_mean,epidemiology_norm_mean,etiology_norm_mean,history_norm_mean,physical_norm_mean,exams_norm_mean,differential_norm_mean,therapeutic_norm_mean,year_min,year_max,year_mean,year_std,year_median,year_1,year_2,year_3,year_4,year_5,year_6,cluster_name
agg 3 cat,0,48,0,7,3.1666666666666665,1.6673757356911585,3.0,0,4,0.7291666666666666,1.005084591196678,0.0,0,6,0.9791666666666666,1.2797869392711734,1.0,0,9,2.0625,2.1675189267621957,2.0,0,6,1.0,1.5158734579197342,0.0,0,6,0.8333333333333334,1.2087153956996735,0.0,0,2,0.3333333333333333,0.6944562646748169,0.0,0,4,1.0208333333333333,1.3759265092530373,0.0,17,94,59.041666666666664,14.68094485528679,60.0,1.0,4.0,2.2291666666666665,0.6915780085022742,2.0,1.0,7.0,4.166666666666667,1.6023033066572703,4.0,2.85,7.7,5.035416666666666,1.166690096016009,5.125,0.31275720164609044,0.07201646090534977,0.09670781893004113,0.20370370370370366,0.09876543209876541,0.08230452674897118,0.03292181069958847,0.10082304526748968,1.0,6.0,3.375,1.5246206364556345,3.0,7,7,11,12,6,5,
agg 3 cat,1,20,3,13,7.4,3.0331501776206204,6.5,0,5,1.0,1.3764944032233706,1.0,0,4,1.65,0.9333020044867295,2.0,0,6,1.9,1.5183093090324964,1.5,0,6,1.45,1.5719582155957414,1.0,0,5,1.85,1.5312533566021211,2.0,0,2,0.45,0.6048053188292994,0.0,0,10,2.55,2.6847522673129647,2.0,36,96,66.3,16.52462277617062,65.5,1.0,4.0,2.45,0.6863327411532597,2.0,3.0,9.0,5.7,1.6575187543592478,5.0,4.2,9.3,6.165,1.4851989056936732,6.15,0.4054794520547945,0.0547945205479452,0.09041095890410958,0.10410958904109588,0.07945205479452054,0.10136986301369863,0.024657534246575342,0.13972602739726026,1.0,6.0,4.1,1.4104870379448817,4.0,1,2,3,5,6,3,
agg 3 cat,2,16,1,6,2.9375,1.7308475765743594,3.0,0,2,0.5625,0.6291528696058958,0.5,0,2,1.125,0.6191391873668903,1.0,0,9,3.5,2.280350850198276,3.0,0,4,1.0625,1.2365947867699696,1.0,0,6,2.375,1.3601470508735443,2.5,0,2,0.6875,0.704154339142587,1.0,5,13,7.1875,2.19753649950727,7.0,70,101,85.0625,9.226546844115987,87.0,1.0,4.0,3.0625,0.7719024117939607,3.0,3.0,9.0,7.1875,1.5152007567755943,7.0,6.5,8.9,7.846875,0.7479903631286523,8.125,0.15112540192926044,0.028938906752411574,0.05787781350482315,0.18006430868167203,0.05466237942122187,0.12218649517684887,0.03536977491961415,0.36977491961414793,4.0,6.0,5.375,0.6191391873668903,5.0,0,0,0,1,8,7,
agg 3 emb,0,14,2,13,5.214285714285714,3.092884424923451,4.5,0,0,0.0,0.0,0.0,0,3,0.42857142857142855,0.937614461876991,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,3,0.6428571428571429,1.0818177620697815,0.0,0,2,0.5,0.8548504142651103,0.0,0,7,1.0,2.0380986614602725,0.0,37,88,56.285714285714285,16.202699544442357,52.5,1.0,3.0,1.8571428571428572,0.5345224838248487,2.0,1.0,5.0,3.0714285714285716,1.1411388181101378,3.0,2.85,6.4,4.3500000000000005,0.9405399431259605,4.300000000000001,0.6697247706422018,0.0,0.05504587155963302,0.0,0.0,0.08256880733944955,0.06422018348623852,0.12844036697247704,1.0,6.0,2.7142857142857144,1.85756546332813,2.0,5,4,0,1,3,1,
agg 3 emb,1,30,1,13,4.0,2.3044185443591205,4.0,0,5,0.9333333333333333,1.3373502709187435,1.0,0,4,1.2,1.0954451150103321,1.0,0,6,2.1666666666666665,1.8398525678065532,2.0,0,6,2.0,1.4621665549733924,2.0,0,6,1.3,1.5789564428051404,1.0,0,0,0.0,0.0,0.0,0,7,0.8666666666666667,1.71671967332515,0.0,36,101,62.63333333333333,14.686337383674884,61.5,1.0,4.0,2.2,0.7143842296595068,2.0,1.0,8.0,4.466666666666667,1.736689941821219,5.0,3.1,8.1,5.364999999999998,1.261645750597211,5.425000000000001,0.320855614973262,0.0748663101604278,0.09625668449197859,0.17379679144385024,0.160427807486631,0.10427807486631015,0.0,0.0695187165775401,1.0,6.0,3.6666666666666665,1.3476245597431762,4.0,3,1,9,10,4,3,
agg 3 emb,2,40,0,11,3.85,2.9225033175388595,3.0,0,3,0.9,0.8711913446392584,1.0,0,6,1.4,1.127738831376694,1.0,0,9,3.2,2.065591117977289,3.0,0,6,0.85,1.3876746829286126,0.0,0,6,1.675,1.4030644117750772,2.0,0,2,0.725,0.7156671622894872,1.0,0,13,4.375,3.0524265252922453,4.0,17,97,71.35,17.73096668225338,73.5,1.0,4.0,2.825,0.6751068291531577,3.0,4.0,9.0,6.3,1.5557997366347704,6.0,2.85,9.3,6.717499999999999,1.4814472307294302,6.375,0.2268041237113402,0.053019145802650956,0.0824742268041237,0.18851251840942562,0.05007363770250368,0.09867452135493372,0.04270986745213549,0.25773195876288657,2.0,6.0,4.55,1.2999013769296461,5.0,0,4,5,7,13,11,
agg cat,0,48,0,7,3.1666666666666665,1.6673757356911585,3.0,0,4,0.7291666666666666,1.005084591196678,0.0,0,6,0.9791666666666666,1.2797869392711734,1.0,0,9,2.0625,2.1675189267621957,2.0,0,6,1.0,1.5158734579197342,0.0,0,6,0.8333333333333334,1.2087153956996735,0.0,0,2,0.3333333333333333,0.6944562646748169,0.0,0,4,1.0208333333333333,1.3759265092530373,0.0,17,94,59.041666666666664,14.68094485528679,60.0,1.0,4.0,2.2291666666666665,0.6915780085022742,2.0,1.0,7.0,4.166666666666667,1.6023033066572703,4.0,2.85,7.7,5.035416666666666,1.166690096016009,5.125,0.31275720164609044,0.07201646090534977,0.09670781893004113,0.20370370370370366,0.09876543209876541,0.08230452674897118,0.03292181069958847,0.10082304526748968,1.0,6.0,3.375,1.5246206364556345,3.0,7,7,11,12,6,5,
agg cat,1,20,3,13,7.4,3.0331501776206204,6.5,0,5,1.0,1.3764944032233706,1.0,0,4,1.65,0.9333020044867295,2.0,0,6,1.9,1.5183093090324964,1.5,0,6,1.45,1.5719582155957414,1.0,0,5,1.85,1.5312533566021211,2.0,0,2,0.45,0.6048053188292994,0.0,0,10,2.55,2.6847522673129647,2.0,36,96,66.3,16.52462277617062,65.5,1.0,4.0,2.45,0.6863327411532597,2.0,3.0,9.0,5.7,1.6575187543592478,5.0,4.2,9.3,6.165,1.4851989056936732,6.15,0.4054794520547945,0.0547945205479452,0.09041095890410958,0.10410958904109588,0.07945205479452054,0.10136986301369863,0.024657534246575342,0.13972602739726026,1.0,6.0,4.1,1.4104870379448817,4.0,1,2,3,5,6,3,
agg cat,2,16,1,6,2.9375,1.7308475765743594,3.0,0,2,0.5625,0.6291528696058958,0.5,0,2,1.125,0.6191391873668903,1.0,0,9,3.5,2.280350850198276,3.0,0,4,1.0625,1.2365947867699696,1.0,0,6,2.375,1.3601470508735443,2.5,0,2,0.6875,0.704154339142587,1.0,5,13,7.1875,2.19753649950727,7.0,70,101,85.0625,9.226546844115987,87.0,1.0,4.0,3.0625,0.7719024117939607,3.0,3.0,9.0,7.1875,1.5152007567755943,7.0,6.5,8.9,7.846875,0.7479903631286523,8.125,0.15112540192926044,0.028938906752411574,0.05787781350482315,0.18006430868167203,0.05466237942122187,0.12218649517684887,0.03536977491961415,0.36977491961414793,4.0,6.0,5.375,0.6191391873668903,5.0,0,0,0,1,8,7,
agg emb,0,14,2,13,5.214285714285714,3.092884424923451,4.5,0,0,0.0,0.0,0.0,0,3,0.42857142857142855,0.937614461876991,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,3,0.6428571428571429,1.0818177620697815,0.0,0,2,0.5,0.8548504142651103,0.0,0,7,1.0,2.0380986614602725,0.0,37,88,56.285714285714285,16.202699544442357,52.5,1.0,3.0,1.8571428571428572,0.5345224838248487,2.0,1.0,5.0,3.0714285714285716,1.1411388181101378,3.0,2.85,6.4,4.3500000000000005,0.9405399431259605,4.300000000000001,0.6697247706422018,0.0,0.05504587155963302,0.0,0.0,0.08256880733944955,0.06422018348623852,0.12844036697247704,1.0,6.0,2.7142857142857144,1.85756546332813,2.0,5,4,0,1,3,1,
