method,ari,nmi,fm,n clusters_1,silhouette_1,calinski harabasz_1,n clusters_2,silhouette_2,calinski harabasz_2
kmeans emb,0.12930782582780453,0.20893987822051507,0.3693013948549179,4,0.0846332684159278,7.826911054630201,6,0.0600181519985199,6.953402549973294
kmeans 3 emb,0.11725547210281657,0.14148698781115826,0.5355323390013592,3,0.0802406147122383,8.603214690440616,3,0.1460121721029281,9.114739921705938
kmeans cat,0.22436142028015996,0.34274154748264324,0.5340425831063976,3,0.2882604775167048,27.016114700241804,3,0.2212196050498656,30.010251863086385
kmeans 3 cat,0.22436142028015996,0.34274154748264324,0.5340425831063976,3,0.2882604775167048,27.016114700241804,3,0.2212196050498656,30.010251863086385
agg emb,0.1199462237926639,0.16882830895790651,0.35761835216914717,4,0.0738883316516876,7.842685328742316,6,0.0802286341786384,8.026964944479369
agg 3 emb,0.11177037807444791,0.14105840054287327,0.48728086135815,3,0.0782705694437027,8.868414092590582,3,0.1343307048082351,10.065860724973106
agg cat,0.30096601821555435,0.36583922522051027,0.5752145715777374,3,0.2791139398526087,26.4526595692188,3,0.1874576154130223,26.546483930580152
agg 3 cat,0.30096601821555435,0.36583922522051027,0.5752145715777374,3,0.2791139398526087,26.4526595692188,3,0.1874576154130223,26.546483930580152
gmm emb,0.16122554451628315,0.19165617826267414,0.38774601614775184,4,0.0809056237339973,7.47060287372466,6,0.0767451077699661,6.835218772627633
gmm 3 emb,0.16767425442147402,0.19110998228317602,0.5293917594237325,3,0.0887774378061294,7.190161404913117,3,0.0679510086774826,9.098093418611205
gmm cat,0.19583017364677424,0.17773455044659422,0.5299160137628411,3,0.2429346123169029,22.66662293366523,3,0.1639796788329463,19.046964033621297
gmm 3 cat,0.19583017364677424,0.17773455044659422,0.5299160137628411,3,0.2429346123169029,22.66662293366523,3,0.1639796788329463,19.046964033621297
birch emb,0.1199462237926639,0.16882830895790651,0.35761835216914717,4,0.0738883316516876,7.842685328742316,6,0.0802286341786384,8.026964944479369
birch 3 emb,0.11177037807444791,0.14105840054287327,0.48728086135815,3,0.0782705694437027,8.868414092590582,3,0.1343307048082351,10.065860724973106
birch cat,0.11177037807444791,0.14105840054287327,0.48728086135815,3,0.0782705694437027,8.868414092590582,3,0.1343307048082351,10.065860724973106
birch 3 cat,0.11177037807444791,0.14105840054287327,0.48728086135815,3,0.0782705694437027,8.868414092590582,3,0.1343307048082351,10.065860724973106
