method,n clusters,silhouette,calinski harabasz
kmeans emb,4,0.12465550005435944,9.130059981709936
kmeans 3 emb,3,0.12387971580028534,10.342946058311027
kmeans cat,4,0.19414284801248538,27.79975244829387
kmeans 3 cat,3,0.27837168629267095,32.815591095742384
agg emb,4,0.13673174381256104,8.937236151881782
agg 3 emb,3,0.1432214230298996,10.522746718510378
agg cat,4,0.23257705735319373,24.449868830112646
agg 3 cat,3,0.22163703477471375,27.457154075451136
gmm emb,4,0.14866387844085693,8.506725641743788
gmm 3 emb,3,0.1443609893321991,9.081444359675718
gmm cat,4,0.24574302897831976,24.99876186015252
gmm 3 cat,3,0.22141917964830007,21.589736794000732
birch emb,4,0.13673174381256104,8.937236151881782
birch 3 emb,3,0.1432214230298996,10.522746718510378
birch cat,4,0.13673174381256104,8.937236151881782
birch 3 cat,3,0.1432214230298996,10.522746718510378
