method,n clusters,silhouette,calinski harabasz
kmeans emb,4,0.09695515036582947,9.570530498061684
kmeans 3 emb,3,0.13782119750976562,11.037724715705721
kmeans cat,7,0.2534282220653282,25.550855776366934
kmeans 3 cat,3,0.19758967010012282,27.747770534909353
agg emb,4,0.12886393070220947,9.937500466258225
agg 3 emb,3,0.13830506801605225,11.77451510693873
agg cat,7,0.2346325371399473,23.750768159547214
agg 3 cat,3,0.19169407828216972,24.821952056808506
gmm emb,4,0.09695515036582947,9.570530498061684
gmm 3 emb,3,0.07967804372310638,9.449798145784627
gmm cat,7,0.246990174769252,24.988119083601898
gmm 3 cat,3,0.10934945629255151,16.12048934938611
birch emb,4,0.12886393070220947,9.937500466258225
birch 3 emb,3,0.13830506801605225,11.77451510693873
birch cat,7,0.08300580084323883,7.759212656949656
birch 3 cat,3,0.13830506801605225,11.77451510693873
