method,n clusters,silhouette,calinski harabasz
kmeans emb,3,0.09698343276977539,10.561752741674567
kmeans 3 emb,3,0.09698343276977539,10.561752741674567
kmeans cat,4,0.23228936441635484,26.688826529401595
kmeans 3 cat,3,0.20372335587391063,26.878158404724854
agg emb,3,0.08458304405212402,11.113411260976148
agg 3 emb,3,0.08458304405212402,11.113411260976148
agg cat,4,0.1983386155566066,24.277405922990376
agg 3 cat,3,0.2606532588796184,24.079513832713154
gmm emb,3,0.08776376396417618,9.858224915383383
gmm 3 emb,3,0.08776376396417618,9.858224915383383
gmm cat,4,0.13389683910629827,15.194931616875923
gmm 3 cat,3,0.12541734520990933,13.090190404933885
birch emb,3,0.08458304405212402,11.113411260976148
birch 3 emb,3,0.08458304405212402,11.113411260976148
birch cat,4,0.09189651906490326,9.393706373472298
birch 3 cat,3,0.08458304405212402,11.113411260976148
