method,n clusters,silhouette,calinski harabasz
kmeans emb,3,0.09837506711483002,10.02997068186984
kmeans 3 emb,3,0.09837506711483002,10.02997068186984
kmeans cat,3,0.22362824382693422,33.1582330597725
kmeans 3 cat,3,0.22362824382693422,33.1582330597725
agg emb,3,0.088690385222435,10.18919675302478
agg 3 emb,3,0.088690385222435,10.18919675302478
agg cat,3,0.21491032276922195,30.039028702968388
agg 3 cat,3,0.21491032276922195,30.039028702968388
gmm emb,3,0.14967958629131317,9.326778590740364
gmm 3 emb,3,0.14967958629131317,9.326778590740364
gmm cat,3,0.2276506476978862,23.09889645096593
gmm 3 cat,3,0.2276506476978862,23.09889645096593
birch emb,3,0.088690385222435,10.18919675302478
birch 3 emb,3,0.088690385222435,10.18919675302478
birch cat,3,0.088690385222435,10.18919675302478
birch 3 cat,3,0.088690385222435,10.18919675302478
