method,n clusters,silhouette,calinski harabasz
kmeans emb,5,0.07857674360275269,7.767647190348163
kmeans 3 emb,3,0.0862288698554039,9.801533900653423
kmeans cat,3,0.21300314124531144,32.12365161486297
kmeans 3 cat,3,0.21300314124531144,32.12365161486297
agg emb,5,0.08395136892795563,8.41364411561567
agg 3 emb,3,0.09796803444623947,10.554184559131903
agg cat,3,0.1898431855031169,28.246465113576384
agg 3 cat,3,0.1898431855031169,28.246465113576384
gmm emb,5,0.0878172442317009,7.622859662958412
gmm 3 emb,3,0.07433212548494339,9.353961663684762
gmm cat,3,0.16618372904520443,21.695458331608215
gmm 3 cat,3,0.16618372904520443,21.695458331608215
birch emb,5,0.08395136892795563,8.41364411561567
birch 3 emb,3,0.09796803444623947,10.554184559131903
birch cat,3,0.09796803444623947,10.554184559131903
birch 3 cat,3,0.09796803444623947,10.554184559131903
