method,n clusters,silhouette,calinski harabasz
kmeans emb,3,0.19321982562541962,11.720900916711768
kmeans 3 emb,3,0.19321982562541962,11.720900916711768
kmeans cat,4,0.22343508093702663,29.43981389141511
kmeans 3 cat,3,0.2681079882239115,32.43568359105224
agg emb,3,0.21672110259532928,14.060536614572001
agg 3 emb,3,0.21672110259532928,14.060536614572001
agg cat,4,0.21547455532308818,24.80320213373151
agg 3 cat,3,0.23289961059318434,28.40054684915363
gmm emb,3,0.09193774312734604,10.735106187412766
gmm 3 emb,3,0.09193774312734604,10.735106187412766
gmm cat,4,0.16392456305242403,19.228065265916687
gmm 3 cat,3,0.1399753130093716,18.155340551231127
birch emb,3,0.21672110259532928,14.060536614572001
birch 3 emb,3,0.21672110259532928,14.060536614572001
birch cat,4,0.14054535329341888,11.962885370858192
birch 3 cat,3,0.21672110259532928,14.060536614572001
