method,n clusters,silhouette,calinski harabasz
kmeans emb,6,0.06034416705369949,7.001697121017143
kmeans 3 emb,3,0.09971408545970917,9.67998559078993
kmeans cat,3,0.22372816268417667,28.791069052131967
kmeans 3 cat,3,0.22372816268417667,28.791069052131967
agg emb,6,0.06721469014883041,7.962089848744385
agg 3 emb,3,0.10249155759811401,10.698108883526334
agg cat,3,0.1669653943260402,25.270954878972
agg 3 cat,3,0.1669653943260402,25.270954878972
gmm emb,6,0.06859523057937622,6.267420727512323
gmm 3 emb,3,0.05488630011677742,8.188415867806604
gmm cat,3,0.15832034071528636,11.991224780969599
gmm 3 cat,3,0.15832034071528636,11.991224780969599
birch emb,6,0.06721469014883041,7.962089848744385
birch 3 emb,3,0.10249155759811401,10.698108883526334
birch cat,3,0.10249155759811401,10.698108883526334
birch 3 cat,3,0.10249155759811401,10.698108883526334
