method,n clusters,silhouette,calinski harabasz
kmeans emb,3,0.09651840478181839,10.265859085520043
kmeans 3 emb,3,0.09651840478181839,10.265859085520043
kmeans cat,10,0.22230324996916556,20.192918833211497
kmeans 3 cat,3,0.216454474655806,31.62331504229802
agg emb,3,0.0942406952381134,10.628908272176883
agg 3 emb,3,0.0942406952381134,10.628908272176883
agg cat,10,0.20625796703598856,20.48227653986519
agg 3 cat,3,0.1574536390313802,26.41177569918134
gmm emb,3,0.08828941732645035,10.0105919591114
gmm 3 emb,3,0.08828941732645035,10.0105919591114
gmm cat,10,0.22230324996916556,20.192918833211497
gmm 3 cat,3,0.15905820738036955,25.673203996857083
birch emb,3,0.0942406952381134,10.628908272176883
birch 3 emb,3,0.0942406952381134,10.628908272176883
birch cat,10,0.08565466850996017,6.79037861730536
birch 3 cat,3,0.0942406952381134,10.628908272176883
