method,n clusters,silhouette,calinski harabasz
kmeans emb,4,0.10341332107782364,9.886057076068353
kmeans 3 emb,3,0.1291304975748062,11.617415163161521
kmeans cat,5,0.2181662182343398,25.48589719661056
kmeans 3 cat,3,0.2254149224538613,31.050462712785002
agg emb,4,0.09273387491703033,11.142251682605327
agg 3 emb,3,0.1565818190574646,12.802122726096334
agg cat,5,0.22173092504473915,24.73516203340329
agg 3 cat,3,0.20661371861972302,29.298029463000695
gmm emb,4,0.0864163488149643,8.081805660142209
gmm 3 emb,3,0.2213519662618637,7.876971877338711
gmm cat,5,0.18610299671268268,22.992017474622894
gmm 3 cat,3,0.16963480914848195,23.457639778435645
birch emb,4,0.09273387491703033,11.142251682605327
birch 3 emb,3,0.1565818190574646,12.802122726096334
birch cat,5,0.08993598818778992,9.94333396578753
birch 3 cat,3,0.1565818190574646,12.802122726096334
