method,ari,nmi,fm,n clusters_1,silhouette_1,calinski harabasz_1,n clusters_2,silhouette_2,calinski harabasz_2
kmeans emb,0.05681971186212468,0.06738224750442685,0.3326502739200939,4,0.0846332684159278,7.826911054630201,4,0.0639126300811767,7.486426489844191
kmeans 3 emb,0.2301777170198223,0.21091345457917426,0.5096089052045071,3,0.0802406147122383,8.603214690440616,3,0.084446370601654,8.857402896307896
kmeans cat,0.35069716457319566,0.35871197957487777,0.6103571713473072,3,0.2882604775167048,27.016114700241804,3,0.2231252154849676,27.962363822529536
kmeans 3 cat,0.35069716457319566,0.35871197957487777,0.6103571713473072,3,0.2882604775167048,27.016114700241804,3,0.2231252154849676,27.962363822529536
agg emb,0.10344100154970831,0.15946346393032987,0.35506729162824957,4,0.0738883316516876,7.842685328742316,4,0.0764729753136634,8.4393190843209
agg 3 emb,0.09308740254493839,0.14574474077770674,0.4302529721836408,3,0.0782705694437027,8.868414092590582,3,0.0614227950572967,9.142713091644277
agg cat,0.36845667609721455,0.32487396565533,0.6374433026861704,3,0.2791139398526087,26.4526595692188,3,0.2520371845800148,25.87933222477012
agg 3 cat,0.36845667609721455,0.32487396565533,0.6374433026861704,3,0.2791139398526087,26.4526595692188,3,0.2520371845800148,25.87933222477012
gmm emb,0.08789552270795081,0.16106072357350407,0.40902185660623785,4,0.0809056237339973,7.47060287372466,4,0.0716873332858085,7.334404372391845
gmm 3 emb,0.1793850869647394,0.16267284951130037,0.5287235943061915,3,0.0887774378061294,7.190161404913117,3,0.0543890669941902,8.30996703124206
gmm cat,0.07988855714169034,0.08940274858176907,0.5049399074088765,3,0.2429346123169029,22.66662293366523,3,0.1828676396408749,14.57615780974005
gmm 3 cat,0.07988855714169034,0.08940274858176907,0.5049399074088765,3,0.2429346123169029,22.66662293366523,3,0.1828676396408749,14.57615780974005
birch emb,0.10344100154970831,0.15946346393032987,0.35506729162824957,4,0.0738883316516876,7.842685328742316,4,0.0764729753136634,8.4393190843209
birch 3 emb,0.09308740254493839,0.14574474077770674,0.4302529721836408,3,0.0782705694437027,8.868414092590582,3,0.0614227950572967,9.142713091644277
birch cat,0.09308740254493839,0.14574474077770674,0.4302529721836408,3,0.0782705694437027,8.868414092590582,3,0.0614227950572967,9.142713091644277
birch 3 cat,0.09308740254493839,0.14574474077770674,0.4302529721836408,3,0.0782705694437027,8.868414092590582,3,0.0614227950572967,9.142713091644277
