method,n clusters,silhouette,calinski harabasz
kmeans emb,7,0.07068300247192383,6.4264733229943545
kmeans 3 emb,3,0.10584558546543121,10.895863190333795
kmeans cat,5,0.2047838687223881,25.86052376819741
kmeans 3 cat,3,0.283387433177669,30.864851766510654
agg emb,7,0.05361674353480339,7.3938936815786755
agg 3 emb,3,0.12336403876543045,11.392076237955942
agg cat,5,0.24198710066006068,24.74058730695525
agg 3 cat,3,0.28876987196740345,29.750396563507817
gmm emb,7,0.07068300247192383,6.4264733229943545
gmm 3 emb,3,0.04815483093261719,8.829305354519962
gmm cat,5,0.22533976402190492,23.688675461226268
gmm 3 cat,3,0.19722604962472742,27.427295180655467
birch emb,7,0.05361674353480339,7.3938936815786755
birch 3 emb,3,0.12336403876543045,11.392076237955942
birch cat,5,0.07218949496746063,8.6687473416907
birch 3 cat,3,0.12336403876543045,11.392076237955942
