method,ari,nmi,fm,n clusters_1,silhouette_1,calinski harabasz_1,n clusters_2,silhouette_2,calinski harabasz_2
kmeans emb,0.13659438299610002,0.1829850826524219,0.3527481009287726,4,0.0846332684159278,7.826911054630201,10,0.0785331130027771,5.172253682718149
kmeans 3 emb,0.18064774946398487,0.21846368617954287,0.4646631911156441,3,0.0802406147122383,8.603214690440616,3,0.0660874396562576,9.86233900017696
kmeans cat,0.22651157476740846,0.29346488940461624,0.4861513780866459,3,0.2882604775167048,27.016114700241804,5,0.236247182608887,25.06243132232829
kmeans 3 cat,0.2773028018874796,0.3675100328287684,0.562529511054811,3,0.2882604775167048,27.016114700241804,3,0.2565783616392678,31.52341904325993
agg emb,0.07680071704292747,0.16836560036385131,0.27243051215721165,4,0.0738883316516876,7.842685328742316,10,0.0703653767704963,5.749749340501705
agg 3 emb,0.1402054513760936,0.19891733752746904,0.4401619204409717,3,0.0782705694437027,8.868414092590582,3,0.0625000968575477,10.533471236206111
agg cat,0.1846959008869663,0.26048406264053026,0.4747200334122389,3,0.2791139398526087,26.4526595692188,5,0.1741984079488839,21.544532922822597
agg 3 cat,0.39531557736403644,0.28082579199851226,0.6582841176834586,3,0.2791139398526087,26.4526595692188,3,0.2696522611274649,26.63677863019868
gmm emb,0.128614481865444,0.12290361324088793,0.34554816191028015,4,0.0809056237339973,7.47060287372466,10,0.0637467801570892,4.80456156617908
gmm 3 emb,0.1572374805930926,0.18745472643361852,0.5287295953996252,3,0.0887774378061294,7.190161404913117,3,0.0550704635679721,9.283526727081322
gmm cat,0.3353509802150149,0.353869132335276,0.5527384591501595,3,0.2429346123169029,22.66662293366523,5,0.2342020686986121,24.26245715322517
gmm 3 cat,0.37111810462561606,0.2656401512222977,0.6154167621494279,3,0.2429346123169029,22.66662293366523,3,0.2201301426732493,25.038481343655537
birch emb,0.07680071704292747,0.16836560036385131,0.27243051215721165,4,0.0738883316516876,7.842685328742316,10,0.0703653767704963,5.749749340501705
birch 3 emb,0.1402054513760936,0.19891733752746904,0.4401619204409717,3,0.0782705694437027,8.868414092590582,3,0.0625000968575477,10.533471236206111
birch cat,0.13535632871183528,0.17110077090610026,0.4141504024622411,3,0.0782705694437027,8.868414092590582,5,0.0773206502199173,7.954114196671112
birch 3 cat,0.1402054513760936,0.19891733752746904,0.4401619204409717,3,0.0782705694437027,8.868414092590582,3,0.0625000968575477,10.533471236206111
