method,n clusters,silhouette,calinski harabasz
kmeans emb,7,0.07790029793977737,6.70895018640345
kmeans 3 emb,3,0.09281843900680542,11.067386232980946
kmeans cat,4,0.22017820950384812,27.99967646797072
kmeans 3 cat,3,0.22456738059539894,32.46891384571368
agg emb,7,0.06526725739240646,7.616484440325925
agg 3 emb,3,0.1243952214717865,11.473747856375981
agg cat,4,0.19657551194116196,25.42774599439598
agg 3 cat,3,0.18666416345984022,28.826214052830075
gmm emb,7,0.07790029793977737,6.70895018640345
gmm 3 emb,3,0.06657508760690689,10.146574010401897
gmm cat,4,0.21333822238681469,27.18610742808007
gmm 3 cat,3,0.19340815084194124,28.979195998317707
birch emb,7,0.06526725739240646,7.616484440325925
birch 3 emb,3,0.1243952214717865,11.473747856375981
birch cat,4,0.07090364396572113,9.918342696647057
birch 3 cat,3,0.1243952214717865,11.473747856375981
