method,n clusters,silhouette,calinski harabasz
kmeans emb,7,0.053469546139240265,6.122770513430948
kmeans 3 emb,3,0.06750927865505219,8.603565874701776
kmeans cat,3,0.244223026974754,27.835257500538784
kmeans 3 cat,3,0.244223026974754,27.835257500538784
agg emb,7,0.08296401798725128,7.172308920370042
agg 3 emb,3,0.0614602155983448,9.31036834766661
agg cat,3,0.1990514206534829,21.276604034012806
agg 3 cat,3,0.1990514206534829,21.276604034012806
gmm emb,7,0.06505081057548523,6.029558846991619
gmm 3 emb,3,0.05993609130382538,8.476587471897972
gmm cat,3,0.21619755252922235,19.719713474190552
gmm 3 cat,3,0.21619755252922235,19.719713474190552
birch emb,7,0.08296401798725128,7.172308920370042
birch 3 emb,3,0.0614602155983448,9.31036834766661
birch cat,3,0.0614602155983448,9.31036834766661
birch 3 cat,3,0.0614602155983448,9.31036834766661
