method,n clusters,silhouette,calinski harabasz
kmeans emb,3,0.1400151252746582,11.298042744491276
kmeans 3 emb,3,0.1400151252746582,11.298042744491276
kmeans cat,3,0.20353392454653949,28.07937822899488
kmeans 3 cat,3,0.20353392454653949,28.07937822899488
agg emb,3,0.15237653255462646,12.956021049496893
agg 3 emb,3,0.15237653255462646,12.956021049496893
agg cat,3,0.17544084002063856,25.24850511198511
agg 3 cat,3,0.17544084002063856,25.24850511198511
gmm emb,3,0.1670169085264206,11.146112716283008
gmm 3 emb,3,0.1670169085264206,11.146112716283008
gmm cat,3,0.08196352650949662,10.755674983934838
gmm 3 cat,3,0.08196352650949662,10.755674983934838
birch emb,3,0.15237653255462646,12.956021049496893
birch 3 emb,3,0.15237653255462646,12.956021049496893
birch cat,3,0.15237653255462646,12.956021049496893
birch 3 cat,3,0.15237653255462646,12.956021049496893
