method,cluster,size,pathophysiology_min,pathophysiology_max,pathophysiology_mean,pathophysiology_std,pathophysiology_median,epidemiology_min,epidemiology_max,epidemiology_mean,epidemiology_std,epidemiology_median,etiology_min,etiology_max,etiology_mean,etiology_std,etiology_median,history_min,history_max,history_mean,history_std,history_median,physical_min,physical_max,physical_mean,physical_std,physical_median,exams_min,exams_max,exams_mean,exams_std,exams_median,differential_min,differential_max,differential_mean,differential_std,differential_median,therapeutic_min,therapeutic_max,therapeutic_mean,therapeutic_std,therapeutic_median,objective test score_min,objective test score_max,objective test score_mean,objective test score_std,objective test score_median,organization level_min,organization level_max,organization level_mean,organization level_std,organization level_median,global score_min,global score_max,global score_mean,global score_std,global score_median,computed score_min,computed score_max,computed score_mean,computed score_std,computed score_median,pathophysiology_norm_mean,epidemiology_norm_mean,etiology_norm_mean,history_norm_mean,physical_norm_mean,exams_norm_mean,differential_norm_mean,therapeutic_norm_mean,year_min,year_max,year_mean,year_std,year_median,year_1,year_2,year_3,year_4,year_5,year_6
gmm 3 emb,2,13,0,11,3.923076923076923,3.2522181779399544,2.0,0,2,0.15384615384615385,0.5547001962252291,0.0,0,0,0.0,0.0,0.0,0,1,0.23076923076923078,0.4385290096535146,0.0,0,6,0.6153846153846154,1.6602440351979155,0.0,0,2,0.15384615384615385,0.5547001962252291,0.0,0,0,0.0,0.0,0.0,0,1,0.07692307692307693,0.2773500981126146,0.0,37,79,53.69230769230769,13.034471063201448,52.0,1.0,2.0,1.5384615384615385,0.5188745216627707,2.0,1.0,5.0,2.3846153846153846,1.2608503439122305,2.0,2.85,5.0,3.8769230769230774,0.8728820521256448,3.4,0.7611940298507461,0.029850746268656716,0.0,0.04477611940298507,0.11940298507462686,0.029850746268656716,0.0,0.014925373134328358,1.0,5.0,2.3076923076923075,1.6012815380508714,2.0,6,3,0,2,2,0
gmm cat,0,12,0,16,5.833333333333333,4.108380201343089,5.5,0,5,2.1666666666666665,1.403458930534474,2.0,0,4,1.5,1.5075567228888183,1.5,0,10,3.8333333333333335,2.657180095628834,3.5,0,12,3.5,3.3709993123162105,2.5,0,11,3.0833333333333335,3.058767824804721,3.0,0,1,0.08333333333333333,0.28867513459481287,0.0,0,19,7.166666666666667,5.201980974648606,7.0,49,97,74.25,18.20651731461217,76.5,1.0,4.0,2.8333333333333335,0.9374368665610922,3.0,3.0,9.0,6.583333333333333,1.8809249819912512,7.0,4.2,9.3,7.0041666666666655,1.6991252205624856,7.199999999999999,0.21472392638036808,0.07975460122699386,0.05521472392638037,0.1411042944785276,0.12883435582822086,0.11349693251533742,0.0030674846625766868,0.26380368098159507,1.0,6.0,4.25,1.6025547785276542,5.0,1,1,2,0,6,2
gmm cat,1,59,0,14,3.76271186440678,3.1912541208469007,3.0,0,8,1.847457627118644,2.032609663852697,1.0,0,2,0.23728813559322035,0.5030590234393032,0.0,0,7,2.389830508474576,2.0845651920107557,2.0,0,12,1.8983050847457628,2.4189974786820785,1.0,0,5,0.847457627118644,1.2291510852677803,0.0,0,0,0.0,0.0,0.0,0,6,1.2881355932203389,1.7225767332653548,0.0,17,101,61.220338983050844,15.819093435607764,61.0,1.0,4.0,2.2542372881355934,0.7093761304468111,2.0,1.0,9.0,4.389830508474576,1.7020975817131858,5.0,2.85,8.9,5.25593220338983,1.2851299661151514,5.4,0.30662983425414364,0.15055248618784528,0.019337016574585635,0.1947513812154696,0.15469613259668508,0.06906077348066297,0.0,0.10497237569060772,1.0,6.0,3.593220338983051,1.5326182698110131,4.0,7,8,11,17,8,8
gmm cat,2,13,1,5,2.6153846153846154,1.3867504905630728,3.0,0,4,1.7692307692307692,1.0919284281983377,2.0,0,2,0.5384615384615384,0.8770580193070292,0.0,1,16,5.615384615384615,4.407162003271145,4.0,0,5,0.9230769230769231,1.6052797503622467,0.0,1,9,5.153846153846154,2.192645048267573,5.0,0,1,0.07692307692307693,0.2773500981126146,0.0,4,12,7.615384615384615,2.467740583964123,7.0,45,94,78.3076923076923,14.261747294684334,79.0,2.0,4.0,2.923076923076923,0.49354811679282445,3.0,5.0,9.0,7.0,1.1547005383792515,7.0,4.75,8.7,7.415384615384616,1.1438940465548326,7.6,0.10759493670886076,0.07278481012658228,0.022151898734177215,0.23101265822784808,0.0379746835443038,0.21202531645569622,0.003164556962025317,0.31329113924050633,3.0,6.0,5.153846153846154,0.898717034272917,5.0,0,0,1,1,6,5
gmm 3 cat,0,12,0,16,5.833333333333333,4.108380201343089,5.5,0,5,2.1666666666666665,1.403458930534474,2.0,0,4,1.5,1.5075567228888183,1.5,0,10,3.8333333333333335,2.657180095628834,3.5,0,12,3.5,3.3709993123162105,2.5,0,11,3.0833333333333335,3.058767824804721,3.0,0,1,0.08333333333333333,0.28867513459481287,0.0,0,19,7.166666666666667,5.201980974648606,7.0,49,97,74.25,18.20651731461217,76.5,1.0,4.0,2.8333333333333335,0.9374368665610922,3.0,3.0,9.0,6.583333333333333,1.8809249819912512,7.0,4.2,9.3,7.0041666666666655,1.6991252205624856,7.199999999999999,0.21472392638036808,0.07975460122699386,0.05521472392638037,0.1411042944785276,0.12883435582822086,0.11349693251533742,0.0030674846625766868,0.26380368098159507,1.0,6.0,4.25,1.6025547785276542,5.0,1,1,2,0,6,2
gmm 3 cat,1,59,0,14,3.76271186440678,3.1912541208469007,3.0,0,8,1.847457627118644,2.032609663852697,1.0,0,2,0.23728813559322035,0.5030590234393032,0.0,0,7,2.389830508474576,2.0845651920107557,2.0,0,12,1.8983050847457628,2.4189974786820785,1.0,0,5,0.847457627118644,1.2291510852677803,0.0,0,0,0.0,0.0,0.0,0,6,1.2881355932203389,1.7225767332653548,0.0,17,101,61.220338983050844,15.819093435607764,61.0,1.0,4.0,2.2542372881355934,0.7093761304468111,2.0,1.0,9.0,4.389830508474576,1.7020975817131858,5.0,2.85,8.9,5.25593220338983,1.2851299661151514,5.4,0.30662983425414364,0.15055248618784528,0.019337016574585635,0.1947513812154696,0.15469613259668508,0.06906077348066297,0.0,0.10497237569060772,1.0,6.0,3.593220338983051,1.5326182698110131,4.0,7,8,11,17,8,8
gmm 3 cat,2,13,1,5,2.6153846153846154,1.3867504905630728,3.0,0,4,1.7692307692307692,1.0919284281983377,2.0,0,2,0.5384615384615384,0.8770580193070292,0.0,1,16,5.615384615384615,4.407162003271145,4.0,0,5,0.9230769230769231,1.6052797503622467,0.0,1,9,5.153846153846154,2.192645048267573,5.0,0,1,0.07692307692307693,0.2773500981126146,0.0,4,12,7.615384615384615,2.467740583964123,7.0,45,94,78.3076923076923,14.261747294684334,79.0,2.0,4.0,2.923076923076923,0.49354811679282445,3.0,5.0,9.0,7.0,1.1547005383792515,7.0,4.75,8.7,7.415384615384616,1.1438940465548326,7.6,0.10759493670886076,0.07278481012658228,0.022151898734177215,0.23101265822784808,0.0379746835443038,0.21202531645569622,0.003164556962025317,0.31329113924050633,3.0,6.0,5.153846153846154,0.898717034272917,5.0,0,0,1,1,6,5
birch emb,0,15,0,11,3.6666666666666665,3.062834043978286,2.0,0,2,0.4,0.7367883976130074,0.0,0,1,0.2,0.4140393356054126,0.0,0,0,0.0,0.0,0.0,0,9,1.5333333333333334,2.722044049886741,0.0,0,2,0.6666666666666666,0.8997354108424375,0.0,0,0,0.0,0.0,0.0,0,3,0.26666666666666666,0.7988086367179804,0.0,37,88,60.06666666666667,15.695616615870208,60.0,1.0,3.0,1.8,0.5606119105813882,2.0,1.0,5.0,3.0,1.3093073414159542,3.0,2.85,6.4,4.503333333333334,1.0764469774392493,4.7,0.5445544554455445,0.05940594059405941,0.029702970297029705,0.0,0.22772277227722773,0.099009900990099,0.0,0.039603960396039604,1.0,6.0,3.1333333333333333,1.8073922282301278,3.0,4,3,1,2,4,1
birch emb,1,30,0,16,3.433333333333333,3.058998408689978,3.0,0,8,2.1,1.953776184548871,2.0,0,3,0.5666666666666667,0.8976341829703132,0.0,0,11,4.2,2.5515377378330517,4.0,0,7,0.4666666666666667,1.3829836145670416,0.0,0,11,2.7666666666666666,2.944115502481861,2.0,0,1,0.06666666666666667,0.2537081317024624,0.0,0,12,3.6666666666666665,3.8446858383231133,3.0,17,97,65.1,18.977936372680706,62.5,1.0,3.0,2.5,0.6297235299224025,3.0,1.0,8.0,5.166666666666667,1.7237355852380873,5.0,2.85,8.7,5.838333333333332,1.6617234164095052,5.825,0.1988416988416988,0.12162162162162161,0.032818532818532815,0.24324324324324323,0.027027027027027025,0.16023166023166022,0.0038610038610038602,0.21235521235521232,1.0,6.0,4.066666666666666,1.5959719411009736,4.0,3,3,3,7,8,6
birch emb,2,39,0,14,4.3076923076923075,3.4424122979605154,4.0,0,8,2.282051282051282,1.7614096918559587,2.0,0,4,0.48717948717948717,0.9966204702259601,0.0,0,16,3.4358974358974357,2.845077667933197,3.0,1,12,3.3076923076923075,2.504247404057504,3.0,0,8,1.564102564102564,2.0234789192309863,1.0,0,0,0.0,0.0,0.0,0,19,3.769230769230769,4.022708818050072,3.0,36,101,68.38461538461539,16.276582119906895,67.0,1.0,4.0,2.641025641025641,0.8106910465827574,3.0,3.0,9.0,5.871794871794871,1.8235230098195718,5.0,4.05,9.3,6.355128205128204,1.4368640410994316,6.2,0.2248995983935743,0.11914323962516733,0.025435073627844713,0.179384203480589,0.17269076305220882,0.08165997322623829,0.0,0.19678714859437751,1.0,6.0,4.128205128205129,1.3607174419456505,4.0,1,3,10,9,8,8
birch 3 emb,0,15,0,11,3.6666666666666665,3.062834043978286,2.0,0,2,0.4,0.7367883976130074,0.0,0,1,0.2,0.4140393356054126,0.0,0,0,0.0,0.0,0.0,0,9,1.5333333333333334,2.722044049886741,0.0,0,2,0.6666666666666666,0.8997354108424375,0.0,0,0,0.0,0.0,0.0,0,3,0.26666666666666666,0.7988086367179804,0.0,37,88,60.06666666666667,15.695616615870208,60.0,1.0,3.0,1.8,0.5606119105813882,2.0,1.0,5.0,3.0,1.3093073414159542,3.0,2.85,6.4,4.503333333333334,1.0764469774392493,4.7,0.5445544554455445,0.05940594059405941,0.029702970297029705,0.0,0.22772277227722773,0.099009900990099,0.0,0.039603960396039604,1.0,6.0,3.1333333333333333,1.8073922282301278,3.0,4,3,1,2,4,1
birch 3 emb,1,30,0,16,3.433333333333333,3.058998408689978,3.0,0,8,2.1,1.953776184548871,2.0,0,3,0.5666666666666667,0.8976341829703132,0.0,0,11,4.2,2.5515377378330517,4.0,0,7,0.4666666666666667,1.3829836145670416,0.0,0,11,2.7666666666666666,2.944115502481861,2.0,0,1,0.06666666666666667,0.2537081317024624,0.0,0,12,3.6666666666666665,3.8446858383231133,3.0,17,97,65.1,18.977936372680706,62.5,1.0,3.0,2.5,0.6297235299224025,3.0,1.0,8.0,5.166666666666667,1.7237355852380873,5.0,2.85,8.7,5.838333333333332,1.6617234164095052,5.825,0.1988416988416988,0.12162162162162161,0.032818532818532815,0.24324324324324323,0.027027027027027025,0.16023166023166022,0.0038610038610038602,0.21235521235521232,1.0,6.0,4.066666666666666,1.5959719411009736,4.0,3,3,3,7,8,6
birch 3 emb,2,39,0,14,4.3076923076923075,3.4424122979605154,4.0,0,8,2.282051282051282,1.7614096918559587,2.0,0,4,0.48717948717948717,0.9966204702259601,0.0,0,16,3.4358974358974357,2.845077667933197,3.0,1,12,3.3076923076923075,2.504247404057504,3.0,0,8,1.564102564102564,2.0234789192309863,1.0,0,0,0.0,0.0,0.0,0,19,3.769230769230769,4.022708818050072,3.0,36,101,68.38461538461539,16.276582119906895,67.0,1.0,4.0,2.641025641025641,0.8106910465827574,3.0,3.0,9.0,5.871794871794871,1.8235230098195718,5.0,4.05,9.3,6.355128205128204,1.4368640410994316,6.2,0.2248995983935743,0.11914323962516733,0.025435073627844713,0.179384203480589,0.17269076305220882,0.08165997322623829,0.0,0.19678714859437751,1.0,6.0,4.128205128205129,1.3607174419456505,4.0,1,3,10,9,8,8
birch cat,0,15,0,11,3.6666666666666665,3.062834043978286,2.0,0,2,0.4,0.7367883976130074,0.0,0,1,0.2,0.4140393356054126,0.0,0,0,0.0,0.0,0.0,0,9,1.5333333333333334,2.722044049886741,0.0,0,2,0.6666666666666666,0.8997354108424375,0.0,0,0,0.0,0.0,0.0,0,3,0.26666666666666666,0.7988086367179804,0.0,37,88,60.06666666666667,15.695616615870208,60.0,1.0,3.0,1.8,0.5606119105813882,2.0,1.0,5.0,3.0,1.3093073414159542,3.0,2.85,6.4,4.503333333333334,1.0764469774392493,4.7,0.5445544554455445,0.05940594059405941,0.029702970297029705,0.0,0.22772277227722773,0.099009900990099,0.0,0.039603960396039604,1.0,6.0,3.1333333333333333,1.8073922282301278,3.0,4,3,1,2,4,1
birch cat,1,30,0,16,3.433333333333333,3.058998408689978,3.0,0,8,2.1,1.953776184548871,2.0,0,3,0.5666666666666667,0.8976341829703132,0.0,0,11,4.2,2.5515377378330517,4.0,0,7,0.4666666666666667,1.3829836145670416,0.0,0,11,2.7666666666666666,2.944115502481861,2.0,0,1,0.06666666666666667,0.2537081317024624,0.0,0,12,3.6666666666666665,3.8446858383231133,3.0,17,97,65.1,18.977936372680706,62.5,1.0,3.0,2.5,0.6297235299224025,3.0,1.0,8.0,5.166666666666667,1.7237355852380873,5.0,2.85,8.7,5.838333333333332,1.6617234164095052,5.825,0.1988416988416988,0.12162162162162161,0.032818532818532815,0.24324324324324323,0.027027027027027025,0.16023166023166022,0.0038610038610038602,0.21235521235521232,1.0,6.0,4.066666666666666,1.5959719411009736,4.0,3,3,3,7,8,6
birch cat,2,39,0,14,4.3076923076923075,3.4424122979605154,4.0,0,8,2.282051282051282,1.7614096918559587,2.0,0,4,0.48717948717948717,0.9966204702259601,0.0,0,16,3.4358974358974357,2.845077667933197,3.0,1,12,3.3076923076923075,2.504247404057504,3.0,0,8,1.564102564102564,2.0234789192309863,1.0,0,0,0.0,0.0,0.0,0,19,3.769230769230769,4.022708818050072,3.0,36,101,68.38461538461539,16.276582119906895,67.0,1.0,4.0,2.641025641025641,0.8106910465827574,3.0,3.0,9.0,5.871794871794871,1.8235230098195718,5.0,4.05,9.3,6.355128205128204,1.4368640410994316,6.2,0.2248995983935743,0.11914323962516733,0.025435073627844713,0.179384203480589,0.17269076305220882,0.08165997322623829,0.0,0.19678714859437751,1.0,6.0,4.128205128205129,1.3607174419456505,4.0,1,3,10,9,8,8
birch 3 cat,0,15,0,11,3.6666666666666665,3.062834043978286,2.0,0,2,0.4,0.7367883976130074,0.0,0,1,0.2,0.4140393356054126,0.0,0,0,0.0,0.0,0.0,0,9,1.5333333333333334,2.722044049886741,0.0,0,2,0.6666666666666666,0.8997354108424375,0.0,0,0,0.0,0.0,0.0,0,3,0.26666666666666666,0.7988086367179804,0.0,37,88,60.06666666666667,15.695616615870208,60.0,1.0,3.0,1.8,0.5606119105813882,2.0,1.0,5.0,3.0,1.3093073414159542,3.0,2.85,6.4,4.503333333333334,1.0764469774392493,4.7,0.5445544554455445,0.05940594059405941,0.029702970297029705,0.0,0.22772277227722773,0.099009900990099,0.0,0.039603960396039604,1.0,6.0,3.1333333333333333,1.8073922282301278,3.0,4,3,1,2,4,1
birch 3 cat,1,30,0,16,3.433333333333333,3.058998408689978,3.0,0,8,2.1,1.953776184548871,2.0,0,3,0.5666666666666667,0.8976341829703132,0.0,0,11,4.2,2.5515377378330517,4.0,0,7,0.4666666666666667,1.3829836145670416,0.0,0,11,2.7666666666666666,2.944115502481861,2.0,0,1,0.06666666666666667,0.2537081317024624,0.0,0,12,3.6666666666666665,3.8446858383231133,3.0,17,97,65.1,18.977936372680706,62.5,1.0,3.0,2.5,0.6297235299224025,3.0,1.0,8.0,5.166666666666667,1.7237355852380873,5.0,2.85,8.7,5.838333333333332,1.6617234164095052,5.825,0.1988416988416988,0.12162162162162161,0.032818532818532815,0.24324324324324323,0.027027027027027025,0.16023166023166022,0.0038610038610038602,0.21235521235521232,1.0,6.0,4.066666666666666,1.5959719411009736,4.0,3,3,3,7,8,6
birch 3 cat,2,39,0,14,4.3076923076923075,3.4424122979605154,4.0,0,8,2.282051282051282,1.7614096918559587,2.0,0,4,0.48717948717948717,0.9966204702259601,0.0,0,16,3.4358974358974357,2.845077667933197,3.0,1,12,3.3076923076923075,2.504247404057504,3.0,0,8,1.564102564102564,2.0234789192309863,1.0,0,0,0.0,0.0,0.0,0,19,3.769230769230769,4.022708818050072,3.0,36,101,68.38461538461539,16.276582119906895,67.0,1.0,4.0,2.641025641025641,0.8106910465827574,3.0,3.0,9.0,5.871794871794871,1.8235230098195718,5.0,4.05,9.3,6.355128205128204,1.4368640410994316,6.2,0.2248995983935743,0.11914323962516733,0.025435073627844713,0.179384203480589,0.17269076305220882,0.08165997322623829,0.0,0.19678714859437751,1.0,6.0,4.128205128205129,1.3607174419456505,4.0,1,3,10,9,8,8
