method,ari,nmi,fm,n clusters_1,silhouette_1,calinski harabasz_1,n clusters_2,silhouette_2,calinski harabasz_2
kmeans emb,0.2673752898414047,0.30371552399661533,0.5737271566216542,3,0.0855005085468292,47.210495115073805,3,0.1003865450620651,45.22910654233458
kmeans 3 emb,0.2673752898414047,0.30371552399661533,0.5737271566216542,3,0.0855005085468292,47.210495115073805,3,0.1003865450620651,45.22910654233458
kmeans cat,0.27813509266848213,0.32873415441756687,0.5172749344814721,3,0.2081497387438791,132.0279675940301,4,0.1918116661252359,104.783014999386
kmeans 3 cat,0.2163583791584939,0.2861446446269648,0.49404947511764263,3,0.2081497387438791,132.0279675940301,3,0.1843243225264961,117.189654146535
agg emb,0.09622603764619281,0.19290692712644122,0.49331216592153027,3,0.0693360120058059,44.04944598820306,3,0.0693353936076164,40.59139498403924
agg 3 emb,0.09622603764619281,0.19290692712644122,0.49331216592153027,3,0.0693360120058059,44.04944598820306,3,0.0693353936076164,40.59139498403924
agg cat,0.16378263314951294,0.24397950371848973,0.4928940989221778,3,0.1623286113699627,107.7990335073284,4,0.1585344292294128,86.07591067260672
agg 3 cat,0.1720934939745476,0.2492561653793309,0.5076035142310045,3,0.1623286113699627,107.7990335073284,3,0.1443688207496016,97.28507864307883
gmm emb,0.2278653918297482,0.2426875826383809,0.6072327436013565,3,0.1335705816745758,42.69597902476169,3,0.1003865450620651,45.22910654233458
gmm 3 emb,0.2278653918297482,0.2426875826383809,0.6072327436013565,3,0.1335705816745758,42.69597902476169,3,0.1003865450620651,45.22910654233458
gmm cat,0.10610322036161213,0.13703904321885158,0.6067693563277652,3,0.1273438575459814,17.67425970175014,4,0.0988832424484948,43.06451114554517
gmm 3 cat,0.4441977159119024,0.18444302761430564,0.8596732098516192,3,0.1273438575459814,17.67425970175014,3,0.1619663860352234,27.03896833018599
birch emb,0.3776756596469889,0.34371418839552825,0.6418306550309922,3,0.0790954604744911,39.64528415009516,3,0.0852175280451774,44.52151252997924
birch 3 emb,0.3776756596469889,0.34371418839552825,0.6418306550309922,3,0.0790954604744911,39.64528415009516,3,0.0852175280451774,44.52151252997924
birch cat,0.3561768950952287,0.32295796329041326,0.6045376926134656,3,0.0790954604744911,39.64528415009516,4,0.0907929241657257,37.21999514511846
birch 3 cat,0.3776756596469889,0.34371418839552825,0.6418306550309922,3,0.0790954604744911,39.64528415009516,3,0.0852175280451774,44.52151252997924
