method,n clusters,silhouette,calinski harabasz
kmeans emb,3,0.06914766132831573,38.688885853594186
kmeans 3 emb,3,0.06914766132831573,38.688885853594186
kmeans cat,5,0.18175748435043232,89.00563025719242
kmeans 3 cat,3,0.17245188522497396,110.65198791767529
agg emb,3,0.12278632819652557,38.17701014486708
agg 3 emb,3,0.12278632819652557,38.17701014486708
agg cat,5,0.10901584256071684,68.15427125834638
agg 3 cat,3,0.13917835697781925,86.67011989418846
gmm emb,3,0.07030309736728668,34.78954259368791
gmm 3 emb,3,0.07030309736728668,34.78954259368791
gmm cat,5,-0.003893453374053763,20.871008931340192
gmm 3 cat,3,0.017208425844904465,29.92813625840986
birch emb,3,0.12278632819652557,38.17701014486708
birch 3 emb,3,0.12278632819652557,38.17701014486708
birch cat,5,0.07091248780488968,29.420299589168135
birch 3 cat,3,0.12278632819652557,38.17701014486708
