method,ari,nmi,fm,n clusters_1,silhouette_1,calinski harabasz_1,n clusters_2,silhouette_2,calinski harabasz_2
kmeans emb,0.09621380604215107,0.14684485581203038,0.4177161220332655,3,0.0855005085468292,47.210495115073805,4,0.0803795978426933,35.20601106053107
kmeans 3 emb,0.09925658509009375,0.14716217464625816,0.4511178157945544,3,0.0855005085468292,47.210495115073805,3,0.0782779306173324,40.74441141305603
kmeans cat,0.36605707408822047,0.38144915276862523,0.5968426354703164,3,0.2081497387438791,132.0279675940301,3,0.2034420980969201,123.63296139884784
kmeans 3 cat,0.36605707408822047,0.38144915276862523,0.5968426354703164,3,0.2081497387438791,132.0279675940301,3,0.2034420980969201,123.63296139884784
agg emb,0.08850161150417696,0.13568053312068667,0.47391023113871644,3,0.0693360120058059,44.04944598820306,4,0.071448378264904,31.40453434199127
agg 3 emb,0.07672580070596892,0.12733642382423613,0.48088565388839155,3,0.0693360120058059,44.04944598820306,3,0.0628793314099311,35.74844721925607
agg cat,0.2619408569068085,0.27913680715596717,0.6226136856621162,3,0.1623286113699627,107.7990335073284,3,0.1697249256657146,95.80452937610332
agg 3 cat,0.2619408569068085,0.27913680715596717,0.6226136856621162,3,0.1623286113699627,107.7990335073284,3,0.1697249256657146,95.80452937610332
gmm emb,0.15308215602460937,0.2008108674345407,0.4909087088368212,3,0.1335705816745758,42.69597902476169,4,0.0666789337992668,34.5474949586879
gmm 3 emb,0.22171699777967077,0.24260413785105497,0.5897277885445342,3,0.1335705816745758,42.69597902476169,3,0.0797902643680572,40.68243652184226
gmm cat,0.10383227155432657,0.08887009928473767,0.6799718125842061,3,0.1273438575459814,17.67425970175014,3,0.0639956430769222,51.2989514338492
gmm 3 cat,0.10383227155432657,0.08887009928473767,0.6799718125842061,3,0.1273438575459814,17.67425970175014,3,0.0639956430769222,51.2989514338492
birch emb,0.10065629396475721,0.144571833591523,0.4470816127278004,3,0.0790954604744911,39.64528415009516,4,0.071448378264904,31.40453434199127
birch 3 emb,0.09870780279702604,0.13781804143241583,0.45853558642457326,3,0.0790954604744911,39.64528415009516,3,0.0628793314099311,35.74844721925607
birch cat,0.09870780279702604,0.13781804143241583,0.45853558642457326,3,0.0790954604744911,39.64528415009516,3,0.0628793314099311,35.74844721925607
birch 3 cat,0.09870780279702604,0.13781804143241583,0.45853558642457326,3,0.0790954604744911,39.64528415009516,3,0.0628793314099311,35.74844721925607
