method,n clusters,silhouette,calinski harabasz
kmeans emb,3,0.09418293833732605,43.924478836809826
kmeans 3 emb,3,0.09418293833732605,43.924478836809826
kmeans cat,3,0.19873237587838855,130.9314120590879
kmeans 3 cat,3,0.19873237587838855,130.9314120590879
agg emb,3,0.07559021562337875,41.53587949903731
agg 3 emb,3,0.07559021562337875,41.53587949903731
agg cat,3,0.15576138555549662,98.80914596825639
agg 3 cat,3,0.15576138555549662,98.80914596825639
gmm emb,3,0.0712990015745163,42.719686390721805
gmm 3 emb,3,0.0712990015745163,42.719686390721805
gmm cat,3,0.12007552569112573,78.43692633013976
gmm 3 cat,3,0.12007552569112573,78.43692633013976
birch emb,3,0.07559021562337875,41.53587949903731
birch 3 emb,3,0.07559021562337875,41.53587949903731
birch cat,3,0.07559021562337875,41.53587949903731
birch 3 cat,3,0.07559021562337875,41.53587949903731
