method,n clusters,silhouette,calinski harabasz
kmeans emb,4,0.0838242843747139,35.1964886009059
kmeans 3 emb,3,0.07534361630678177,41.08066316002054
kmeans cat,3,0.22840062177950998,139.51260457802493
kmeans 3 cat,3,0.22840062177950998,139.51260457802493
agg emb,4,0.07191070914268494,32.989996804334886
agg 3 emb,3,0.06727084517478943,38.73581925965148
agg cat,3,0.19223127328847486,113.54216492238028
agg 3 cat,3,0.19223127328847486,113.54216492238028
gmm emb,4,0.06842826306819916,35.05620524191733
gmm 3 emb,3,0.06678514182567596,40.406456650336196
gmm cat,3,0.0260302693785871,41.20434979846224
gmm 3 cat,3,0.0260302693785871,41.20434979846224
birch emb,4,0.07191070914268494,32.989996804334886
birch 3 emb,3,0.06727084517478943,38.73581925965148
birch cat,3,0.06727084517478943,38.73581925965148
birch 3 cat,3,0.06727084517478943,38.73581925965148
