method,n clusters,silhouette,calinski harabasz
kmeans emb,3,0.08792580664157867,43.11495288053295
kmeans 3 emb,3,0.08792580664157867,43.11495288053295
kmeans cat,4,0.18024632078317365,106.56450999577626
kmeans 3 cat,3,0.18532426743204194,119.65507687081865
agg emb,3,0.08781904727220535,40.43759777259324
agg 3 emb,3,0.08781904727220535,40.43759777259324
agg cat,4,0.14902720452914733,85.79307123108738
agg 3 cat,3,0.15512098210161393,98.18824282853919
gmm emb,3,0.08298058062791824,43.020363810497635
gmm 3 emb,3,0.08298058062791824,43.020363810497635
gmm cat,4,0.040726216076386566,49.40541909636474
gmm 3 cat,3,0.028077548553668934,46.048808682724435
birch emb,3,0.08781904727220535,40.43759777259324
birch 3 emb,3,0.08781904727220535,40.43759777259324
birch cat,4,0.09754041582345963,34.67578777396316
birch 3 cat,3,0.08781904727220535,40.43759777259324
