method,ari,nmi,fm,n clusters_1,silhouette_1,calinski harabasz_1,n clusters_2,silhouette_2,calinski harabasz_2
kmeans emb,0.0840530731880247,0.14373370671151936,0.388470346979609,3,0.0855005085468292,47.210495115073805,4,0.0704841762781143,33.790828887705324
kmeans 3 emb,0.10270013395675551,0.1661325825851575,0.44644290985046786,3,0.0855005085468292,47.210495115073805,3,0.0684175118803978,37.19842279380454
kmeans cat,0.18629906512360297,0.2557020721097846,0.41442679786985026,3,0.2081497387438791,132.0279675940301,6,0.1966257251538214,85.68597486081804
kmeans 3 cat,0.2822187305062677,0.3020877057734256,0.5479250739501604,3,0.2081497387438791,132.0279675940301,3,0.1921008263864159,109.63868494487106
agg emb,0.038426134576935035,0.10122350836827046,0.4123601307863046,3,0.0693360120058059,44.04944598820306,4,0.0536044761538505,29.62469817695886
agg 3 emb,0.08653161387183657,0.11665620512461711,0.5597344731844289,3,0.0693360120058059,44.04944598820306,3,0.0910391807556152,33.35353389178523
agg cat,0.07686814751592363,0.19904505978803097,0.3761421807316425,3,0.1623286113699627,107.7990335073284,6,0.1612515711119601,72.9374402237018
agg 3 cat,0.09101004383445173,0.16706223585828717,0.45950102522426284,3,0.1623286113699627,107.7990335073284,3,0.1381993628321098,87.11133358257058
gmm emb,0.09662299171418436,0.14134359012771117,0.44757781810390984,3,0.1335705816745758,42.69597902476169,4,0.0661411583423614,32.33927921532189
gmm 3 emb,0.1695038747668015,0.19611589019493825,0.543645394215082,3,0.1335705816745758,42.69597902476169,3,0.068087451159954,37.12663195596998
gmm cat,0.05282022458531016,0.07374237539615489,0.46969685799945154,3,0.1273438575459814,17.67425970175014,6,0.0291864795362142,32.232400346384324
gmm 3 cat,0.2627639919489689,0.07733760158413722,0.7998057024885791,3,0.1273438575459814,17.67425970175014,3,0.0080670249710637,25.74171604614996
birch emb,0.0654833299094093,0.11283248256752205,0.3974898968882955,3,0.0790954604744911,39.64528415009516,4,0.0536044761538505,29.62469817695886
birch 3 emb,0.11730081945401323,0.13597665941647555,0.535542300141391,3,0.0790954604744911,39.64528415009516,3,0.0910391807556152,33.35353389178523
birch cat,0.09238446189223765,0.15471411472037302,0.3756826675456223,3,0.0790954604744911,39.64528415009516,6,0.0612852498888969,24.615252351043317
birch 3 cat,0.11730081945401323,0.13597665941647555,0.535542300141391,3,0.0790954604744911,39.64528415009516,3,0.0910391807556152,33.35353389178523
