method,ari,nmi,fm,n clusters_1,silhouette_1,calinski harabasz_1,n clusters_2,silhouette_2,calinski harabasz_2
kmeans emb,0.10219415313180144,0.14654961567221708,0.4181276694758838,3,0.0855005085468292,47.210495115073805,4,0.0799357518553733,35.040242397868774
kmeans 3 emb,0.10533194047557137,0.14417394530517358,0.4505808638635562,3,0.0855005085468292,47.210495115073805,3,0.07642163336277,39.30328365765979
kmeans cat,0.3266344456931913,0.31592086399415964,0.5711621282237501,3,0.2081497387438791,132.0279675940301,3,0.1985279469895348,130.33384642283946
kmeans 3 cat,0.3266344456931913,0.31592086399415964,0.5711621282237501,3,0.2081497387438791,132.0279675940301,3,0.1985279469895348,130.33384642283946
agg emb,0.07610605499480388,0.11692105673031022,0.4598313941599644,3,0.0693360120058059,44.04944598820306,4,0.0612977296113967,34.56244895600777
agg 3 emb,0.055111210226472536,0.09444645632946337,0.4641742078684277,3,0.0693360120058059,44.04944598820306,3,0.0508509054780006,38.99577977808544
agg cat,0.33460982200537115,0.33497724312321286,0.6222683149723196,3,0.1623286113699627,107.7990335073284,3,0.153681354582819,114.44444410202016
agg 3 cat,0.33460982200537115,0.33497724312321286,0.6222683149723196,3,0.1623286113699627,107.7990335073284,3,0.153681354582819,114.44444410202016
gmm emb,0.16416818440120967,0.1769727246582831,0.5152326889356664,3,0.1335705816745758,42.69597902476169,4,0.080994077026844,35.01378758110509
gmm 3 emb,0.23676382826163128,0.21281807066999905,0.6033134936781461,3,0.1335705816745758,42.69597902476169,3,0.0731572359800338,35.83959653709994
gmm cat,0.26761025305095454,0.10838492975935796,0.7564421339415109,3,0.1273438575459814,17.67425970175014,3,0.0233085615075405,31.935716661193048
gmm 3 cat,0.26761025305095454,0.10838492975935796,0.7564421339415109,3,0.1273438575459814,17.67425970175014,3,0.0233085615075405,31.935716661193048
birch emb,0.11815705744332705,0.1758241286140539,0.4522643384980712,3,0.0790954604744911,39.64528415009516,4,0.0612977296113967,34.56244895600777
birch 3 emb,0.0969083706577471,0.132843506794834,0.4538052447377871,3,0.0790954604744911,39.64528415009516,3,0.0508509054780006,38.99577977808544
birch cat,0.0969083706577471,0.132843506794834,0.4538052447377871,3,0.0790954604744911,39.64528415009516,3,0.0508509054780006,38.99577977808544
birch 3 cat,0.0969083706577471,0.132843506794834,0.4538052447377871,3,0.0790954604744911,39.64528415009516,3,0.0508509054780006,38.99577977808544
