method,n clusters,silhouette,calinski harabasz
kmeans emb,3,0.06610704213380814,38.698780992894726
kmeans 3 emb,3,0.06610704213380814,38.698780992894726
kmeans cat,3,0.20569867679327927,137.75639336092613
kmeans 3 cat,3,0.20569867679327927,137.75639336092613
agg emb,3,0.049772731959819794,37.21079597414409
agg 3 emb,3,0.049772731959819794,37.21079597414409
agg cat,3,0.1258585948658021,103.40854090086272
agg 3 cat,3,0.1258585948658021,103.40854090086272
gmm emb,3,0.061079323291778564,38.076864080524885
gmm 3 emb,3,0.061079323291778564,38.076864080524885
gmm cat,3,0.04724312875584057,47.426160135927766
gmm 3 cat,3,0.04724312875584057,47.426160135927766
birch emb,3,0.049772731959819794,37.21079597414409
birch 3 emb,3,0.049772731959819794,37.21079597414409
birch cat,3,0.049772731959819794,37.21079597414409
birch 3 cat,3,0.049772731959819794,37.21079597414409
