method,ari,nmi,fm,n clusters_1,silhouette_1,calinski harabasz_1,n clusters_2,silhouette_2,calinski harabasz_2
kmeans emb,0.09761276491637702,0.1571738224644787,0.40620613101754577,3,0.0855005085468292,47.210495115073805,4,0.074795201420784,34.71057395517871
kmeans 3 emb,0.11571987285535448,0.1809016347812207,0.4614381172910445,3,0.0855005085468292,47.210495115073805,3,0.0726351290941238,38.3145036778396
kmeans cat,0.22718122701235788,0.3216940336740239,0.4543758803609064,3,0.2081497387438791,132.0279675940301,5,0.184369695907247,89.83141130051011
kmeans 3 cat,0.2653301828449069,0.31724428980680497,0.534257428721246,3,0.2081497387438791,132.0279675940301,3,0.169947268361264,108.60977552362937
agg emb,0.05734354710963227,0.12750033105016773,0.4243989676322995,3,0.0693360120058059,44.04944598820306,4,0.0615203753113746,33.70693137524132
agg 3 emb,0.08795265190434302,0.14249209478213723,0.5595027707692029,3,0.0693360120058059,44.04944598820306,3,0.1153824776411056,38.308630840407616
agg cat,0.3014769146043207,0.34832563952306933,0.5685810017886954,3,0.1623286113699627,107.7990335073284,5,0.1529948076212857,75.30492430157281
agg 3 cat,0.2732665397198453,0.3422922933069901,0.5774103938600422,3,0.1623286113699627,107.7990335073284,3,0.1273601857625401,90.0996762988442
gmm emb,0.19569454845354362,0.2369235330533353,0.5269815638642051,3,0.1335705816745758,42.69597902476169,4,0.074795201420784,34.71057395517871
gmm 3 emb,0.20437103408943327,0.23518823397262553,0.5719932759653724,3,0.1335705816745758,42.69597902476169,3,0.0726351290941238,38.3145036778396
gmm cat,0.16670989021835125,0.10974666759277753,0.6587841442538287,3,0.1273438575459814,17.67425970175014,5,0.0296335814680394,45.39266025732718
gmm 3 cat,0.1481798145560668,0.11020625118128562,0.6667906020238697,3,0.1273438575459814,17.67425970175014,3,0.0941275187204998,65.07314983361583
birch emb,0.0614886669494242,0.10840430333231375,0.39443156672459767,3,0.0790954604744911,39.64528415009516,4,0.0615203753113746,33.70693137524132
birch 3 emb,0.11755109952727039,0.13083234013420308,0.5348445996556958,3,0.0790954604744911,39.64528415009516,3,0.1153824776411056,38.308630840407616
birch cat,0.0825501624993902,0.13365469649051523,0.3792821806929468,3,0.0790954604744911,39.64528415009516,5,0.0531416274607181,29.26079945235597
birch 3 cat,0.11755109952727039,0.13083234013420308,0.5348445996556958,3,0.0790954604744911,39.64528415009516,3,0.1153824776411056,38.308630840407616
