method,n clusters,silhouette,calinski harabasz
kmeans emb,4,0.06879030913114548,34.165655894718256
kmeans 3 emb,3,0.08722229301929474,39.96277143155778
kmeans cat,3,0.2179704561890021,118.76202711696114
kmeans 3 cat,3,0.2179704561890021,118.76202711696114
agg emb,4,0.059018537402153015,31.65918907029779
agg 3 emb,3,0.04898824915289879,36.43779390048464
agg cat,3,0.1277081558247842,86.02177254060534
agg 3 cat,3,0.1277081558247842,86.02177254060534
gmm emb,4,0.09143981337547302,33.56126321319431
gmm 3 emb,3,0.08760905265808105,39.953606729047
gmm cat,3,0.13504440655353742,22.659304892792527
gmm 3 cat,3,0.13504440655353742,22.659304892792527
birch emb,4,0.059018537402153015,31.65918907029779
birch 3 emb,3,0.04898824915289879,36.43779390048464
birch cat,3,0.04898824915289879,36.43779390048464
birch 3 cat,3,0.04898824915289879,36.43779390048464
