method,n clusters,silhouette,calinski harabasz
kmeans emb,3,0.07913283258676529,40.743482536745795
kmeans 3 emb,3,0.07913283258676529,40.743482536745795
kmeans cat,4,0.19738069275834239,106.51979702909641
kmeans 3 cat,3,0.2034420980969201,123.63296139884787
agg emb,3,0.06287933886051178,35.74844885749483
agg 3 emb,3,0.06287933886051178,35.74844885749483
agg cat,4,0.1388064096600445,88.0354297529985
agg 3 cat,3,0.16972492566571462,95.80452937610332
gmm emb,3,0.07797718048095703,40.62930072017542
gmm 3 emb,3,0.07797718048095703,40.62930072017542
gmm cat,4,-0.006601145940359942,38.8895608481854
gmm 3 cat,3,0.05427809207493051,45.05910225148881
birch emb,3,0.06287933886051178,35.74844885749483
birch 3 emb,3,0.06287933886051178,35.74844885749483
birch cat,4,0.07144839316606522,31.404534074458333
birch 3 cat,3,0.06287933886051178,35.74844885749483
