method,ari,nmi,fm,n clusters_1,silhouette_1,calinski harabasz_1,n clusters_2,silhouette_2,calinski harabasz_2
kmeans emb,0.2398719322263032,0.25857130268512224,0.5577668248463553,3,0.0855005085468292,47.210495115073805,3,0.0893491432070732,36.20565354658452
kmeans 3 emb,0.2398719322263032,0.25857130268512224,0.5577668248463553,3,0.0855005085468292,47.210495115073805,3,0.0893491432070732,36.20565354658452
kmeans cat,0.3893514465255486,0.40086161140521764,0.6061846000528077,3,0.2081497387438791,132.0279675940301,3,0.1967130861036692,108.2038863505358
kmeans 3 cat,0.3893514465255486,0.40086161140521764,0.6061846000528077,3,0.2081497387438791,132.0279675940301,3,0.1967130861036692,108.2038863505358
agg emb,0.0769005688864344,0.15742035551894337,0.4801697120691626,3,0.0693360120058059,44.04944598820306,3,0.0712931677699089,35.62377077934716
agg 3 emb,0.0769005688864344,0.15742035551894337,0.4801697120691626,3,0.0693360120058059,44.04944598820306,3,0.0712931677699089,35.62377077934716
agg cat,0.14559997799045354,0.21918361085931465,0.5345689418650792,3,0.1623286113699627,107.7990335073284,3,0.2012982600517252,86.96796946513535
agg 3 cat,0.14559997799045354,0.21918361085931465,0.5345689418650792,3,0.1623286113699627,107.7990335073284,3,0.2012982600517252,86.96796946513535
gmm emb,0.2705145189046696,0.2424199144285583,0.6295012498031047,3,0.1335705816745758,42.69597902476169,3,0.0893491432070732,36.20565354658452
gmm 3 emb,0.2705145189046696,0.2424199144285583,0.6295012498031047,3,0.1335705816745758,42.69597902476169,3,0.0893491432070732,36.20565354658452
gmm cat,0.37310825885015414,0.20523701210629833,0.8191661372729945,3,0.1273438575459814,17.67425970175014,3,0.168753823917873,29.858223508558535
gmm 3 cat,0.37310825885015414,0.20523701210629833,0.8191661372729945,3,0.1273438575459814,17.67425970175014,3,0.168753823917873,29.858223508558535
birch emb,0.26665706138238754,0.21889720416733563,0.5596466283989331,3,0.0790954604744911,39.64528415009516,3,0.0712931677699089,35.62377077934716
birch 3 emb,0.26665706138238754,0.21889720416733563,0.5596466283989331,3,0.0790954604744911,39.64528415009516,3,0.0712931677699089,35.62377077934716
birch cat,0.26665706138238754,0.21889720416733563,0.5596466283989331,3,0.0790954604744911,39.64528415009516,3,0.0712931677699089,35.62377077934716
birch 3 cat,0.26665706138238754,0.21889720416733563,0.5596466283989331,3,0.0790954604744911,39.64528415009516,3,0.0712931677699089,35.62377077934716
