method,n clusters,silhouette,calinski harabasz
kmeans emb,5,0.06858602911233902,30.40110786024581
kmeans 3 emb,3,0.07550589740276337,37.92093620962436
kmeans cat,3,0.21423770597987202,133.92640513284226
kmeans 3 cat,3,0.21423770597987202,133.92640513284226
agg emb,5,0.045541975647211075,27.06741258298049
agg 3 emb,3,0.08542612940073013,34.35122744923807
agg cat,3,0.19039712535072983,115.12639371521198
agg 3 cat,3,0.19039712535072983,115.12639371521198
gmm emb,5,0.07333611696958542,30.111116828050374
gmm 3 emb,3,0.0674792006611824,36.41307571079069
gmm cat,3,0.023814125366459583,40.16755526170566
gmm 3 cat,3,0.023814125366459583,40.16755526170566
birch emb,5,0.045541975647211075,27.06741258298049
birch 3 emb,3,0.08542612940073013,34.35122744923807
birch cat,3,0.08542612940073013,34.35122744923807
birch 3 cat,3,0.08542612940073013,34.35122744923807
