method,ari,nmi,fm,n clusters_1,silhouette_1,calinski harabasz_1,n clusters_2,silhouette_2,calinski harabasz_2
kmeans emb,0.2497247044484195,0.28000588694795747,0.5612999512879037,3,0.0855005085468292,47.210495115073805,3,0.1046083346009254,45.9297321202368
kmeans 3 emb,0.2497247044484195,0.28000588694795747,0.5612999512879037,3,0.0855005085468292,47.210495115073805,3,0.1046083346009254,45.9297321202368
kmeans cat,0.2877451219043203,0.36114713133283305,0.5170581058947246,3,0.2081497387438791,132.0279675940301,4,0.2074446864418148,108.53843548173204
kmeans 3 cat,0.26245416733241905,0.30520283966206324,0.5227570298732587,3,0.2081497387438791,132.0279675940301,3,0.1900189503630795,116.94640918481704
agg emb,0.09101758622144614,0.19053307928749372,0.5416891524757247,3,0.0693360120058059,44.04944598820306,3,0.1153018772602081,44.95114392573082
agg 3 emb,0.09101758622144614,0.19053307928749372,0.5416891524757247,3,0.0693360120058059,44.04944598820306,3,0.1153018772602081,44.95114392573082
agg cat,0.2594989304520606,0.29897698766204867,0.5576053646824903,3,0.1623286113699627,107.7990335073284,4,0.1561644956780535,81.96978015340802
agg 3 cat,0.22642109709317118,0.2547251287294686,0.5518115051292614,3,0.1623286113699627,107.7990335073284,3,0.1477845361197541,91.18019561068652
gmm emb,0.20779275640502448,0.25090756767991435,0.5704504664118788,3,0.1335705816745758,42.69597902476169,3,0.0680615901947021,43.39936094293209
gmm 3 emb,0.20779275640502448,0.25090756767991435,0.5704504664118788,3,0.1335705816745758,42.69597902476169,3,0.0680615901947021,43.39936094293209
gmm cat,0.13957453147660692,0.15508602596431295,0.671201866867642,3,0.1273438575459814,17.67425970175014,4,0.0475835662889464,45.04333161623635
gmm 3 cat,0.4675087161282662,0.20548241271912693,0.8714055348910701,3,0.1273438575459814,17.67425970175014,3,0.1555511509392873,22.17901724486759
birch emb,0.3395847806204424,0.3482293098761819,0.6258479750347664,3,0.0790954604744911,39.64528415009516,3,0.0889934971928596,44.66557406719057
birch 3 emb,0.3395847806204424,0.3482293098761819,0.6258479750347664,3,0.0790954604744911,39.64528415009516,3,0.0889934971928596,44.66557406719057
birch cat,0.3459424467945885,0.34819880308875606,0.6238118917322057,3,0.0790954604744911,39.64528415009516,4,0.0983305349946022,39.40707937846056
birch 3 cat,0.3395847806204424,0.3482293098761819,0.6258479750347664,3,0.0790954604744911,39.64528415009516,3,0.0889934971928596,44.66557406719057
