method,ari,nmi,fm,n clusters_1,silhouette_1,calinski harabasz_1,n clusters_2,silhouette_2,calinski harabasz_2
kmeans emb,0.1069263355044588,0.15016862537932682,0.40554642100810884,3,0.0855005085468292,47.210495115073805,4,0.0739931017160415,33.98887564522446
kmeans 3 emb,0.19501151616409343,0.21471074718942762,0.5141813485438664,3,0.0855005085468292,47.210495115073805,3,0.0715125277638435,37.88385922902072
kmeans cat,0.25027656151843597,0.2492889136872381,0.5276034686239985,3,0.2081497387438791,132.0279675940301,3,0.214237705979872,133.92640513284226
kmeans 3 cat,0.25027656151843597,0.2492889136872381,0.5276034686239985,3,0.2081497387438791,132.0279675940301,3,0.214237705979872,133.92640513284226
agg emb,0.04673966748958822,0.17994403294832179,0.46135237591780054,3,0.0693360120058059,44.04944598820306,4,0.0681703984737396,30.21403662258832
agg 3 emb,0.0993329522931413,0.19240313807335804,0.5255798664430588,3,0.0693360120058059,44.04944598820306,3,0.0854261368513107,34.35122888553119
agg cat,0.20866080900280023,0.26762299538368706,0.5462045131007226,3,0.1623286113699627,107.7990335073284,3,0.1903971253507298,115.12639371521198
agg 3 cat,0.20866080900280023,0.26762299538368706,0.5462045131007226,3,0.1623286113699627,107.7990335073284,3,0.1903971253507298,115.12639371521198
gmm emb,0.11085712138996794,0.154454117293985,0.4707639765721016,3,0.1335705816745758,42.69597902476169,4,0.0579380951821804,30.812661885542123
gmm 3 emb,0.17913300783447395,0.19884428987877734,0.5636460014072894,3,0.1335705816745758,42.69597902476169,3,0.0724245011806488,37.83571483756163
gmm cat,0.26826809765691706,0.12183746697039753,0.7614953018399977,3,0.1273438575459814,17.67425970175014,3,0.0238141253664595,40.16755526170567
gmm 3 cat,0.26826809765691706,0.12183746697039753,0.7614953018399977,3,0.1273438575459814,17.67425970175014,3,0.0238141253664595,40.16755526170567
birch emb,0.35342634471658385,0.30724578584504253,0.6115599870703671,3,0.0790954604744911,39.64528415009516,4,0.0681703984737396,30.21403662258832
birch 3 emb,0.3982621908969112,0.3385350362366146,0.6582166040054453,3,0.0790954604744911,39.64528415009516,3,0.0854261368513107,34.35122888553119
birch cat,0.3982621908969112,0.3385350362366146,0.6582166040054453,3,0.0790954604744911,39.64528415009516,3,0.0854261368513107,34.35122888553119
birch 3 cat,0.3982621908969112,0.3385350362366146,0.6582166040054453,3,0.0790954604744911,39.64528415009516,3,0.0854261368513107,34.35122888553119
