method,n clusters,silhouette,calinski harabasz
kmeans emb,3,0.07572512328624725,43.01718055615653
kmeans 3 emb,3,0.07572512328624725,43.01718055615653
kmeans cat,3,0.22094557068891774,145.34463523875036
kmeans 3 cat,3,0.22094557068891774,145.34463523875036
agg emb,3,0.12249395251274109,44.78314046122935
agg 3 emb,3,0.12249395251274109,44.78314046122935
agg cat,3,0.1604046797080372,114.73873499922861
agg 3 cat,3,0.1604046797080372,114.73873499922861
gmm emb,3,0.09238439053297043,40.88085872922614
gmm 3 emb,3,0.09238439053297043,40.88085872922614
gmm cat,3,0.05517632326387228,31.99616210697228
gmm 3 cat,3,0.05517632326387228,31.99616210697228
birch emb,3,0.12249395251274109,44.78314046122935
birch 3 emb,3,0.12249395251274109,44.78314046122935
birch cat,3,0.12249395251274109,44.78314046122935
birch 3 cat,3,0.12249395251274109,44.78314046122935
