method,n clusters,silhouette,calinski harabasz
kmeans emb,4,0.07230345904827118,34.422662683740434
kmeans 3 emb,3,0.06836778670549393,39.53389229638595
kmeans cat,3,0.19189507355158425,116.768464446343
kmeans 3 cat,3,0.19189507355158425,116.768464446343
agg emb,4,0.0575866773724556,33.13689904576261
agg 3 emb,3,0.0501658096909523,38.645806888734164
agg cat,3,0.17961249315604472,88.68093393669676
agg 3 cat,3,0.17961249315604472,88.68093393669676
gmm emb,4,0.07326821982860565,33.58532311914723
gmm 3 emb,3,0.06760028749704361,39.50709740934198
gmm cat,3,0.0796326831709358,45.17599291294901
gmm 3 cat,3,0.0796326831709358,45.17599291294901
birch emb,4,0.0575866773724556,33.13689904576261
birch 3 emb,3,0.0501658096909523,38.645806888734164
birch cat,3,0.0501658096909523,38.645806888734164
birch 3 cat,3,0.0501658096909523,38.645806888734164
