method,n clusters,silhouette,calinski harabasz
kmeans emb,3,0.07716938108205795,48.3920164457225
kmeans 3 emb,3,0.07716938108205795,48.3920164457225
kmeans cat,3,0.22635320022776628,135.646385461836
kmeans 3 cat,3,0.22635320022776628,135.646385461836
agg emb,3,0.10642499476671219,47.993058350039774
agg 3 emb,3,0.10642499476671219,47.993058350039774
agg cat,3,0.17489236383769383,97.32447164299387
agg 3 cat,3,0.17489236383769383,97.32447164299387
gmm emb,3,0.09333845227956772,48.25261195005279
gmm 3 emb,3,0.09333845227956772,48.25261195005279
gmm cat,3,0.08435045690978796,23.64095274542887
gmm 3 cat,3,0.08435045690978796,23.64095274542887
birch emb,3,0.12393258512020111,49.5452002759329
birch 3 emb,3,0.12393258512020111,49.5452002759329
birch cat,3,0.12393258512020111,49.5452002759329
birch 3 cat,3,0.12393258512020111,49.5452002759329
