method,n clusters,silhouette,calinski harabasz
kmeans emb,3,0.0878075659275055,44.359355707909515
kmeans 3 emb,3,0.0878075659275055,44.359355707909515
kmeans cat,3,0.22753944664539547,140.503351418017
kmeans 3 cat,3,0.22753944664539547,140.503351418017
agg emb,3,0.07767505198717117,43.16877169270121
agg 3 emb,3,0.07767505198717117,43.16877169270121
agg cat,3,0.18375984345693175,104.3744608319229
agg 3 cat,3,0.18375984345693175,104.3744608319229
gmm emb,3,0.09512224793434143,44.19236591375166
gmm 3 emb,3,0.09512224793434143,44.19236591375166
gmm cat,3,0.08959736678973784,15.349223356999113
gmm 3 cat,3,0.08959736678973784,15.349223356999113
birch emb,3,0.07767505198717117,43.16877169270121
birch 3 emb,3,0.07767505198717117,43.16877169270121
birch cat,3,0.07767505198717117,43.16877169270121
birch 3 cat,3,0.07767505198717117,43.16877169270121
