method,ari,nmi,fm,n clusters_1,silhouette_1,calinski harabasz_1,n clusters_2,silhouette_2,calinski harabasz_2
kmeans emb,0.19856650700068115,0.23260656683941167,0.5396495589324275,3,0.0855005085468292,47.210495115073805,3,0.0997559651732444,41.48536538309073
kmeans 3 emb,0.19856650700068115,0.23260656683941167,0.5396495589324275,3,0.0855005085468292,47.210495115073805,3,0.0997559651732444,41.48536538309073
kmeans cat,0.4396068482513615,0.4536167812836165,0.6386252144181264,3,0.2081497387438791,132.0279675940301,3,0.2262025723121173,137.50997924647496
kmeans 3 cat,0.4396068482513615,0.4536167812836165,0.6386252144181264,3,0.2081497387438791,132.0279675940301,3,0.2262025723121173,137.50997924647496
agg emb,0.26045473113854906,0.2151765667987845,0.6345569050356094,3,0.0693360120058059,44.04944598820306,3,0.0751422345638275,39.01872909270183
agg 3 emb,0.26045473113854906,0.2151765667987845,0.6345569050356094,3,0.0693360120058059,44.04944598820306,3,0.0751422345638275,39.01872909270183
agg cat,0.16037981531626802,0.30503162918699567,0.5050647989508517,3,0.1623286113699627,107.7990335073284,3,0.1774230548131053,106.31916644980808
agg 3 cat,0.16037981531626802,0.30503162918699567,0.5050647989508517,3,0.1623286113699627,107.7990335073284,3,0.1774230548131053,106.31916644980808
gmm emb,0.20443071276727642,0.2263481706234718,0.5754032249210556,3,0.1335705816745758,42.69597902476169,3,0.0671006962656974,40.56466332421186
gmm 3 emb,0.20443071276727642,0.2263481706234718,0.5754032249210556,3,0.1335705816745758,42.69597902476169,3,0.0671006962656974,40.56466332421186
gmm cat,0.37202597407991095,0.15442760336173156,0.8242279865468041,3,0.1273438575459814,17.67425970175014,3,0.1056909402674278,21.626235776662128
gmm 3 cat,0.37202597407991095,0.15442760336173156,0.8242279865468041,3,0.1273438575459814,17.67425970175014,3,0.1056909402674278,21.626235776662128
birch emb,0.10017819642450529,0.1538745226877675,0.5161303817063431,3,0.0790954604744911,39.64528415009516,3,0.0751422345638275,39.01872909270183
birch 3 emb,0.10017819642450529,0.1538745226877675,0.5161303817063431,3,0.0790954604744911,39.64528415009516,3,0.0751422345638275,39.01872909270183
birch cat,0.10017819642450529,0.1538745226877675,0.5161303817063431,3,0.0790954604744911,39.64528415009516,3,0.0751422345638275,39.01872909270183
birch 3 cat,0.10017819642450529,0.1538745226877675,0.5161303817063431,3,0.0790954604744911,39.64528415009516,3,0.0751422345638275,39.01872909270183
