method,ari,nmi,fm,n clusters_1,silhouette_1,calinski harabasz_1,n clusters_2,silhouette_2,calinski harabasz_2
kmeans emb,0.2462138710610578,0.29031100984543406,0.5616665447464191,3,0.0855005085468292,47.210495115073805,3,0.0923823490738868,43.946608000050965
kmeans 3 emb,0.2462138710610578,0.29031100984543406,0.5616665447464191,3,0.0855005085468292,47.210495115073805,3,0.0923823490738868,43.946608000050965
kmeans cat,0.3432587637849706,0.3590037796963863,0.5849011019247518,3,0.2081497387438791,132.0279675940301,3,0.1989221450709113,130.9162157596912
kmeans 3 cat,0.3432587637849706,0.3590037796963863,0.5849011019247518,3,0.2081497387438791,132.0279675940301,3,0.1989221450709113,130.9162157596912
agg emb,0.10591143217157885,0.19400410484046737,0.5141949414657813,3,0.0693360120058059,44.04944598820306,3,0.0755902230739593,41.5358811467642
agg 3 emb,0.10591143217157885,0.19400410484046737,0.5141949414657813,3,0.0693360120058059,44.04944598820306,3,0.0755902230739593,41.5358811467642
agg cat,0.2668157703513049,0.29930072032347277,0.6023085227583395,3,0.1623286113699627,107.7990335073284,3,0.1557613855554966,98.8091459682564
agg 3 cat,0.2668157703513049,0.29930072032347277,0.6023085227583395,3,0.1623286113699627,107.7990335073284,3,0.1557613855554966,98.8091459682564
gmm emb,0.2802052329175004,0.2774040749113629,0.6347537283978631,3,0.1335705816745758,42.69597902476169,3,0.0923823490738868,43.946608000050965
gmm 3 emb,0.2802052329175004,0.2774040749113629,0.6347537283978631,3,0.1335705816745758,42.69597902476169,3,0.0923823490738868,43.946608000050965
gmm cat,0.04911956153039577,0.05654409885051432,0.5801473564037758,3,0.1273438575459814,17.67425970175014,3,0.1026737053604738,68.60146327836875
gmm 3 cat,0.04911956153039577,0.05654409885051432,0.5801473564037758,3,0.1273438575459814,17.67425970175014,3,0.1026737053604738,68.60146327836875
birch emb,0.2720085537705082,0.2802023030911323,0.5753639351520206,3,0.0790954604744911,39.64528415009516,3,0.0755902230739593,41.5358811467642
birch 3 emb,0.2720085537705082,0.2802023030911323,0.5753639351520206,3,0.0790954604744911,39.64528415009516,3,0.0755902230739593,41.5358811467642
birch cat,0.2720085537705082,0.2802023030911323,0.5753639351520206,3,0.0790954604744911,39.64528415009516,3,0.0755902230739593,41.5358811467642
birch 3 cat,0.2720085537705082,0.2802023030911323,0.5753639351520206,3,0.0790954604744911,39.64528415009516,3,0.0755902230739593,41.5358811467642
