method,ari,nmi,fm,n clusters_1,silhouette_1,calinski harabasz_1,n clusters_2,silhouette_2,calinski harabasz_2
kmeans emb,0.140558517529673,0.17989852020162908,0.5144020111533587,3,0.0855005085468292,47.210495115073805,3,0.1026064455509185,38.33609880030895
kmeans 3 emb,0.140558517529673,0.17989852020162908,0.5144020111533587,3,0.0855005085468292,47.210495115073805,3,0.1026064455509185,38.33609880030895
kmeans cat,0.3795320263064676,0.3726253549020693,0.5919377775409693,3,0.2081497387438791,132.0279675940301,3,0.1978635127067954,114.73737526752586
kmeans 3 cat,0.3795320263064676,0.3726253549020693,0.5919377775409693,3,0.2081497387438791,132.0279675940301,3,0.1978635127067954,114.73737526752586
agg emb,0.1066853882321011,0.14250405686525514,0.5616036190849878,3,0.0693360120058059,44.04944598820306,3,0.0995497405529022,37.51870797426084
agg 3 emb,0.1066853882321011,0.14250405686525514,0.5616036190849878,3,0.0693360120058059,44.04944598820306,3,0.0995497405529022,37.51870797426084
agg cat,0.25460748628849655,0.34211004674728474,0.5758454734403942,3,0.1623286113699627,107.7990335073284,3,0.1068809102130559,84.66120247375217
agg 3 cat,0.25460748628849655,0.34211004674728474,0.5758454734403942,3,0.1623286113699627,107.7990335073284,3,0.1068809102130559,84.66120247375217
gmm emb,0.15138448582469774,0.14934225751849692,0.5387423097228647,3,0.1335705816745758,42.69597902476169,3,0.067384198307991,36.66411277870552
gmm 3 emb,0.15138448582469774,0.14934225751849692,0.5387423097228647,3,0.1335705816745758,42.69597902476169,3,0.067384198307991,36.66411277870552
gmm cat,0.3774113584411143,0.16108264742293577,0.8126353160160779,3,0.1273438575459814,17.67425970175014,3,0.0984903916045293,28.929217103181404
gmm 3 cat,0.3774113584411143,0.16108264742293577,0.8126353160160779,3,0.1273438575459814,17.67425970175014,3,0.0984903916045293,28.929217103181404
birch emb,0.11202148454768865,0.17461798714666596,0.5254497824205843,3,0.0790954604744911,39.64528415009516,3,0.0995497405529022,37.51870797426084
birch 3 emb,0.11202148454768865,0.17461798714666596,0.5254497824205843,3,0.0790954604744911,39.64528415009516,3,0.0995497405529022,37.51870797426084
birch cat,0.11202148454768865,0.17461798714666596,0.5254497824205843,3,0.0790954604744911,39.64528415009516,3,0.0995497405529022,37.51870797426084
birch 3 cat,0.11202148454768865,0.17461798714666596,0.5254497824205843,3,0.0790954604744911,39.64528415009516,3,0.0995497405529022,37.51870797426084
