method,ari,nmi,fm,n clusters_1,silhouette_1,calinski harabasz_1,n clusters_2,silhouette_2,calinski harabasz_2
kmeans emb,0.1293461150614887,0.20755593766058672,0.476250066668696,3,0.0855005085468292,47.210495115073805,3,0.0904855728149414,42.44515906922639
kmeans 3 emb,0.1293461150614887,0.20755593766058672,0.476250066668696,3,0.0855005085468292,47.210495115073805,3,0.0904855728149414,42.44515906922639
kmeans cat,0.36816459639126614,0.34713722274377923,0.5969933748898303,3,0.2081497387438791,132.0279675940301,3,0.2046394091359968,134.16257089224408
kmeans 3 cat,0.36816459639126614,0.34713722274377923,0.5969933748898303,3,0.2081497387438791,132.0279675940301,3,0.2046394091359968,134.16257089224408
agg emb,0.0997415147334232,0.13483347590912473,0.582839442237813,3,0.0693360120058059,44.04944598820306,3,0.1149570420384407,38.530245858376496
agg 3 emb,0.0997415147334232,0.13483347590912473,0.582839442237813,3,0.0693360120058059,44.04944598820306,3,0.1149570420384407,38.530245858376496
agg cat,0.414159993447018,0.37558681449936926,0.6851155400237008,3,0.1623286113699627,107.7990335073284,3,0.1462816530139061,107.31302110356812
agg 3 cat,0.414159993447018,0.37558681449936926,0.6851155400237008,3,0.1623286113699627,107.7990335073284,3,0.1462816530139061,107.31302110356812
gmm emb,0.22227092335103402,0.22375991368377438,0.5861409617681892,3,0.1335705816745758,42.69597902476169,3,0.0877591297030448,42.36974875249293
gmm 3 emb,0.22227092335103402,0.22375991368377438,0.5861409617681892,3,0.1335705816745758,42.69597902476169,3,0.0877591297030448,42.36974875249293
gmm cat,0.2951327979118781,0.13582382626302367,0.7774984132198635,3,0.1273438575459814,17.67425970175014,3,0.0301960627104902,36.37867267907063
gmm 3 cat,0.2951327979118781,0.13582382626302367,0.7774984132198635,3,0.1273438575459814,17.67425970175014,3,0.0301960627104902,36.37867267907063
birch emb,0.13674660192499632,0.12947301787176105,0.5609600259746733,3,0.0790954604744911,39.64528415009516,3,0.1149570420384407,38.530245858376496
birch 3 emb,0.13674660192499632,0.12947301787176105,0.5609600259746733,3,0.0790954604744911,39.64528415009516,3,0.1149570420384407,38.530245858376496
birch cat,0.13674660192499632,0.12947301787176105,0.5609600259746733,3,0.0790954604744911,39.64528415009516,3,0.1149570420384407,38.530245858376496
birch 3 cat,0.13674660192499632,0.12947301787176105,0.5609600259746733,3,0.0790954604744911,39.64528415009516,3,0.1149570420384407,38.530245858376496
