method,n clusters,silhouette,calinski harabasz
kmeans emb,3,0.10145194828510284,45.90486677985656
kmeans 3 emb,3,0.10145194828510284,45.90486677985656
kmeans cat,5,0.19958744317478472,97.04292503187969
kmeans 3 cat,3,0.19111832429987222,117.02070744579905
agg emb,3,0.11530188471078873,44.95114476061619
agg 3 emb,3,0.11530188471078873,44.95114476061619
agg cat,5,0.15919796363163544,79.12300139254585
agg 3 cat,3,0.14778453611975412,91.18019561068651
gmm emb,3,0.08698869496583939,44.07810117171323
gmm 3 emb,3,0.08698869496583939,44.07810117171323
gmm cat,5,0.030895712308188904,36.60638904368171
gmm 3 cat,3,0.09823956068110654,54.32592129499077
birch emb,3,0.08899349719285965,44.66557900414622
birch 3 emb,3,0.08899349719285965,44.66557900414622
birch cat,5,0.08211202919483185,35.77129291248845
birch 3 cat,3,0.08899349719285965,44.66557900414622
