method,n clusters,silhouette,calinski harabasz
kmeans emb,4,0.09595988690853119,38.19383639082316
kmeans 3 emb,3,0.10130990296602249,44.84900747568147
kmeans cat,6,0.2121137326300874,92.5475391124561
kmeans 3 cat,3,0.19694743214662974,123.01538434230605
agg emb,4,0.08607534319162369,36.240005437486076
agg 3 emb,3,0.08395954221487045,41.779898589201096
agg cat,6,0.1464730201126905,73.57170399073681
agg 3 cat,3,0.16803952183799142,102.933509420315
gmm emb,4,0.09595988690853119,38.19383639082316
gmm 3 emb,3,0.08771681785583496,41.666242382284416
gmm cat,6,0.06480277418872947,33.672288020910194
gmm 3 cat,3,0.10096693438583955,60.169389442993506
birch emb,4,0.08607534319162369,36.240005437486076
birch 3 emb,3,0.08395954221487045,41.779898589201096
birch cat,6,0.046412549912929535,28.541398091061296
birch 3 cat,3,0.08395954221487045,41.779898589201096
