method,ari,nmi,fm,n clusters_1,silhouette_1,calinski harabasz_1,n clusters_2,silhouette_2,calinski harabasz_2
kmeans emb,0.10255881781556571,0.1382289372624193,0.38381952058022445,3,0.0855005085468292,47.210495115073805,5,0.0664355456829071,28.32217101028908
kmeans 3 emb,0.13528041857166015,0.15288987572572116,0.47242856753336426,3,0.0855005085468292,47.210495115073805,3,0.0664352029561996,38.69349030646642
kmeans cat,0.3714047665316273,0.36035923278707904,0.6002874438415987,3,0.2081497387438791,132.0279675940301,3,0.2056986767932792,137.75639336092613
kmeans 3 cat,0.3714047665316273,0.36035923278707904,0.6002874438415987,3,0.2081497387438791,132.0279675940301,3,0.2056986767932792,137.75639336092613
agg emb,0.04365923636063177,0.16646546792149036,0.3856628767383792,3,0.0693360120058059,44.04944598820306,5,0.0487474650144577,27.874335562632265
agg 3 emb,0.06300608479587227,0.14952766913544857,0.47140666807588416,3,0.0693360120058059,44.04944598820306,3,0.0497727319598197,37.21079688764462
agg cat,0.263969205977076,0.3520544886061952,0.5785628869567984,3,0.1623286113699627,107.7990335073284,3,0.1258585948658021,103.40854090086272
agg 3 cat,0.263969205977076,0.3520544886061952,0.5785628869567984,3,0.1623286113699627,107.7990335073284,3,0.1258585948658021,103.40854090086272
gmm emb,0.11996608767904518,0.18713097598750464,0.43788905176911125,3,0.1335705816745758,42.69597902476169,5,0.0566975064575672,28.123103659074157
gmm 3 emb,0.21736924400926483,0.23592592725731973,0.5762343234277563,3,0.1335705816745758,42.69597902476169,3,0.0632312595844268,38.317074821633646
gmm cat,0.15699623329888807,0.07660690733689306,0.6522118259037516,3,0.1273438575459814,17.67425970175014,3,0.0472431287558405,47.426160135927766
gmm 3 cat,0.15699623329888807,0.07660690733689306,0.6522118259037516,3,0.1273438575459814,17.67425970175014,3,0.0472431287558405,47.426160135927766
birch emb,0.19202460768609284,0.23839491571874208,0.4621920467285578,3,0.0790954604744911,39.64528415009516,5,0.0487474650144577,27.874335562632265
birch 3 emb,0.10477514807218016,0.14679504280060177,0.46088012171253295,3,0.0790954604744911,39.64528415009516,3,0.0497727319598197,37.21079688764462
birch cat,0.10477514807218016,0.14679504280060177,0.46088012171253295,3,0.0790954604744911,39.64528415009516,3,0.0497727319598197,37.21079688764462
birch 3 cat,0.10477514807218016,0.14679504280060177,0.46088012171253295,3,0.0790954604744911,39.64528415009516,3,0.0497727319598197,37.21079688764462
