method,ari,nmi,fm,n clusters_1,silhouette_1,calinski harabasz_1,n clusters_2,silhouette_2,calinski harabasz_2
kmeans emb,0.3023115573922917,0.31376118869943725,0.5828307407133988,3,0.0855005085468292,47.210495115073805,3,0.0774121657013893,44.08241676881148
kmeans 3 emb,0.3023115573922917,0.31376118869943725,0.5828307407133988,3,0.0855005085468292,47.210495115073805,3,0.0774121657013893,44.08241676881148
kmeans cat,0.3607558558236233,0.3781290869284918,0.5902547379732817,3,0.2081497387438791,132.0279675940301,3,0.2275394466453954,140.503351418017
kmeans 3 cat,0.3607558558236233,0.3781290869284918,0.5902547379732817,3,0.2081497387438791,132.0279675940301,3,0.2275394466453954,140.503351418017
agg emb,0.24277669796487486,0.26208297372152606,0.5898207400885752,3,0.0693360120058059,44.04944598820306,3,0.0776750519871711,43.168772767649074
agg 3 emb,0.24277669796487486,0.26208297372152606,0.5898207400885752,3,0.0693360120058059,44.04944598820306,3,0.0776750519871711,43.168772767649074
agg cat,0.16254447295551527,0.29040946305804277,0.536194590294976,3,0.1623286113699627,107.7990335073284,3,0.1837598434569317,104.3744608319229
agg 3 cat,0.16254447295551527,0.29040946305804277,0.536194590294976,3,0.1623286113699627,107.7990335073284,3,0.1837598434569317,104.3744608319229
gmm emb,0.20887797603963265,0.23675984421268575,0.5808861185716679,3,0.1335705816745758,42.69597902476169,3,0.066195398569107,41.40132990713649
gmm 3 emb,0.20887797603963265,0.23675984421268575,0.5808861185716679,3,0.1335705816745758,42.69597902476169,3,0.066195398569107,41.40132990713649
gmm cat,0.32538820410473257,0.14085485607267892,0.8130437603341265,3,0.1273438575459814,17.67425970175014,3,0.0895973667897378,15.349223356999111
gmm 3 cat,0.32538820410473257,0.14085485607267892,0.8130437603341265,3,0.1273438575459814,17.67425970175014,3,0.0895973667897378,15.349223356999111
birch emb,0.12053143477343475,0.2069241095685979,0.48652255524147536,3,0.0790954604744911,39.64528415009516,3,0.0776750519871711,43.168772767649074
birch 3 emb,0.12053143477343475,0.2069241095685979,0.48652255524147536,3,0.0790954604744911,39.64528415009516,3,0.0776750519871711,43.168772767649074
birch cat,0.12053143477343475,0.2069241095685979,0.48652255524147536,3,0.0790954604744911,39.64528415009516,3,0.0776750519871711,43.168772767649074
birch 3 cat,0.12053143477343475,0.2069241095685979,0.48652255524147536,3,0.0790954604744911,39.64528415009516,3,0.0776750519871711,43.168772767649074
