method,n clusters,silhouette,calinski harabasz
kmeans emb,3,0.08858581632375717,36.259595391913
kmeans 3 emb,3,0.08858581632375717,36.259595391913
kmeans cat,4,0.1876662479021407,98.0836818197221
kmeans 3 cat,3,0.17580003722585721,110.37781288526521
agg emb,3,0.08694039285182953,34.69230074150282
agg 3 emb,3,0.08694039285182953,34.69230074150282
agg cat,4,0.13736627987615696,78.21392394130731
agg 3 cat,3,0.12486138754754801,90.09358341233433
gmm emb,3,0.08263131231069565,31.103613017205465
gmm 3 emb,3,0.08263131231069565,31.103613017205465
gmm cat,4,0.09959089832358513,18.010643769091853
gmm 3 cat,3,0.03587734164928586,13.559577417159177
birch emb,3,0.08694039285182953,34.69230074150282
birch 3 emb,3,0.08694039285182953,34.69230074150282
birch cat,4,0.09649990499019623,29.669352911278654
birch 3 cat,3,0.08694039285182953,34.69230074150282
