method,n clusters,silhouette,calinski harabasz
kmeans emb,4,0.07350458204746246,37.935211524318845
kmeans 3 emb,3,0.09718824923038483,45.18347871795955
kmeans cat,4,0.19533329096709823,104.85965737604327
kmeans 3 cat,3,0.18530937524906296,117.28721397287651
agg emb,4,0.07646530121564865,35.49403412598807
agg 3 emb,3,0.06933540105819702,40.59139804954874
agg cat,4,0.15853442922941283,86.07591067260672
agg 3 cat,3,0.1443688207496016,97.28507864307883
gmm emb,4,0.12413092702627182,36.19514732818561
gmm 3 emb,3,0.12127474695444107,40.841336631535505
gmm cat,4,0.09401016891027164,46.24118226549765
gmm 3 cat,3,0.11265542315768882,50.58413103688672
birch emb,4,0.09079292416572571,37.21999735124711
birch 3 emb,3,0.08521752804517746,44.52151470530134
birch cat,4,0.09079292416572571,37.21999735124711
birch 3 cat,3,0.08521752804517746,44.52151470530134
