method,n clusters,silhouette,calinski harabasz
kmeans emb,3,0.0675816610455513,36.65543592594293
kmeans 3 emb,3,0.0675816610455513,36.65543592594293
kmeans cat,5,0.18674858647694054,84.28260904426098
kmeans 3 cat,3,0.16123760469186507,106.69839991485445
agg emb,3,0.06661105155944824,37.36431464382555
agg 3 emb,3,0.06661105155944824,37.36431464382555
agg cat,5,0.1391939419533579,74.64416332796064
agg 3 cat,3,0.15235078081295267,98.12069921835153
gmm emb,3,0.07099254429340363,36.63684508996184
gmm 3 emb,3,0.07099254429340363,36.63684508996184
gmm cat,5,0.03676399737748693,36.63494955368426
gmm 3 cat,3,0.08331747130340748,20.452088460996897
birch emb,3,0.06661105155944824,37.36431464382555
birch 3 emb,3,0.06661105155944824,37.36431464382555
birch cat,5,0.04496071860194206,28.229811177938064
birch 3 cat,3,0.06661105155944824,37.36431464382555
