method,n clusters,silhouette,calinski harabasz
kmeans emb,3,0.08178775012493134,43.90713896727766
kmeans 3 emb,3,0.08178775012493134,43.90713896727766
kmeans cat,3,0.21143736577094224,139.0236103456555
kmeans 3 cat,3,0.21143736577094224,139.0236103456555
agg emb,3,0.04779579117894173,41.967671507026935
agg 3 emb,3,0.04779579117894173,41.967671507026935
agg cat,3,0.1907170742823617,120.55965955426086
agg 3 cat,3,0.1907170742823617,120.55965955426086
gmm emb,3,0.09097858518362045,39.7698062547171
gmm 3 emb,3,0.09097858518362045,39.7698062547171
gmm cat,3,0.02803072154628163,38.18607757489163
gmm 3 cat,3,0.02803072154628163,38.18607757489163
birch emb,3,0.04779579117894173,41.967671507026935
birch 3 emb,3,0.04779579117894173,41.967671507026935
birch cat,3,0.04779579117894173,41.967671507026935
birch 3 cat,3,0.04779579117894173,41.967671507026935
