method,n clusters,silhouette,calinski harabasz
kmeans emb,3,0.07719793915748596,43.640199579715095
kmeans 3 emb,3,0.07719793915748596,43.640199579715095
kmeans cat,3,0.22320626590426862,149.87452302200234
kmeans 3 cat,3,0.22320626590426862,149.87452302200234
agg emb,3,0.09055864065885544,40.66399366509319
agg 3 emb,3,0.09055864065885544,40.66399366509319
agg cat,3,0.18060800272471728,120.14736004203196
agg 3 cat,3,0.18060800272471728,120.14736004203196
gmm emb,3,0.07427577674388885,43.3735009118798
gmm 3 emb,3,0.07427577674388885,43.3735009118798
gmm cat,3,0.05304750635890277,36.33262256258091
gmm 3 cat,3,0.05304750635890277,36.33262256258091
birch emb,3,0.09055864065885544,40.66399366509319
birch 3 emb,3,0.09055864065885544,40.66399366509319
birch cat,3,0.09055864065885544,40.66399366509319
birch 3 cat,3,0.09055864065885544,40.66399366509319
